orth,pron_no_tones
បន្តោង,bɑntaoŋ
ពេទ្យ,pɛɛt
អនុរដ្ឋលេខាធិការ,ʔaʔnuʔroattʰaʔleekʰaatʰiʔkaa
កម្មវត្ថុ,kammaʔvoattʰoʔ
ប៉ាយ,paay
បញ្ចក្ខន្ធ,paɲcakkʰan
ទាយក,tieyʊək
រនុក,rɔnuk
ផ្សា,psaa
តថាគត,taʔtʰaakʊət
ក្រញី,krɑɲii
ឆៅ,cʰav
ទ្រនង់,trɔnʊəŋ
សក់,sɑk
ផលទុន,pʰɑltun
កំប្លោក,kɑmplaok
គំរប,kumrɔɔp
ខ្លបខ្លាច,klɑɑp klaac
ស្អី,sʔǝy
មោរ៉ា,mooraa
លទ្ធិ,lattʰiʔ
ឱស្ឋ,ʔaoh
កង់,kaŋ
អង្គាស,ʔɑŋkieh
បន្សារ,bɑnsaa
ជ្រុះ,cruh
តម្រង់,tɑmrɑŋ
ផុង,pʰoŋ
បង្អោន,bɑŋʔaon
ហាស,haah
អ៊ុយ,ʔuy
បបុស,bɑboh
ស្បេត,sbeɛt
ព្រឹក្ស,prɨk
នរូ,nɔruu
ប្រោះ,prɑh
កន្តាំង,kɑntaŋ
មេលំ,mee lum
គួប,kuəp
អង្គនា,ʔɑŋkeaʔnie
វីវរ,vii-vɔɔ
គ្រុឌ,krut
សង្គមកិច្ច,sɑŋkeaʔmeaʔkəc
រង្គ,rʊəŋ
អាចម៍កុក,ʔac kok
ហាន,haan
គូថ,kuut
មាន់,moan
ថ្មី,tməy
ឈូឆរ,cʰuu-cʰɑɑ
សន្សើម,sɑnsaǝm
លំនឹង,lumnɨŋ
ជាលី,cielii
ក្ដួល,kduəl
ប៉ី,pəy
ភូមី,pʰuumii
វិបុល,viʔpoʔlaʔ
រណាត់,rɔnat
សំចត,sɑmcɑɑt
អនុប្រធានសមាគម,ʔaʔnuʔprɑtʰiensaʔmaakum
យុក,yuk
ស្កាក,skaak
ពិសិដ្ឋ,piʔsət
ស្មេញ,smǝɲ
រថ,rʊət
កោដ្ឋ,kaot
រហ,rɔhɑɑ
ភាសិត,pʰiesət
បៃតង,baytɑɑŋ
សេនាសនៈ,seɛnaasaʔnaʔ
តម្បុត,tɑmbot
ល្បុក្កតោ,lbokkaʔtao
លន់,lʊən
រអា,rɔʔaa
កម្មន្ត,kammantaʔ
ទំនាយ,tumniey
ទូច,tuuc
ក្រឡៃ,krɑlay
ទារក,tierʊək
បណ្ឌិត្យ,bandɨt
ត្បក,tbɑɑk
ស៊ី,sii
ព្រួញ,pruəɲ
រសូវ,rɔsəv
ប្រី,prəy
ល្បាយ,lbaay
កិល,kel
សន្ទះ,sɑnteah
ក្សីរ,kseɛ
អ៊ឹម,ʔɨm
បម្រាម,bɑmraam
សេស,saeh
រស្មី,reaʔsməy
ក្តុក,kdok
កាច់,kac
ភើច,pʰəəc
សម្បុរ,sɑmboo
ចិញ្ចើម,cəɲcaəm
រនាត,rɔniet
ព្រាល,priel
ដំណើប,dɑmnaəp
ស្លេះ,sleh
ស្រករ,srɑkɑɑ
រាបសា,riep saa
ដង្ហក់,dɑŋhɑk
សុចិ,soʔceʔ
អនុក្រិត្យ,ʔaʔnuʔkrət
ក្លាវ,klaav
មហាយាន,meaʔhaayien
បដិញ្ញា,paʔdeɲɲaa
សើយ,saǝy
ពេន,peen
រើ,rəə
ហួយ,huǝy
ភ្នាក់ងារ,pneak ŋie
ប្រជល់,prɑcʊəl
សិត,sǝt
អនាថ,ʔaʔnaat
ផ្ទាប់,ptoap
ថ្មើរ,tmaə
ភ្លូក,pluuk
កាន់តែ,kan tae
ទស្សនវិជ្ជា,tʊəhsaʔnaʔvɨccie
បុព្វកម្ម,boppeaʔkam
អាល័យតែ,ʔaalay tae
គំរង់,kumrʊəŋ
ឃើញ,kʰəəɲ
ស្រៈ,sraʔ
សម្រាយ,sɑmraay
ទិវាចរ,tiʔviecɑɑ
សម្លាប់,sɑmlap
សៃ,spey
សាទុក្ខ,saatuk
រាគតណ្ហា,riektɑnhaa
រង្គសាល,rʊəŋkeaʔsaal
ទិព្វ,tip
ពិនិត្យ,piʔnit
គ្រហែម,krɔhɛɛm
សុស,soh
ទក់,tʊək
យាមា,yiemie
បុព្វជន,boppeaʔcʊən
រលាត,rɔliet
ខាល,kʰaal
ទ្រើង,trəəŋ
ភ្លាត់,ploat
គ្រុម,krum
អន្តរធាន,ʔɑndɑɑ tʰien
ចាំបាច់,cam bac
កំសាន្ត,kɑmsaan
រគាំង,rɔkeaŋ
ច្រេះ,creh
ទេវរូប,teeveaʔruup
ក្សិណ,ksəynaʔ
ឆ្លុះ,cloh
លឹម ៗ,lɨm-lɨm
ហែហម,hae-haam
ប្រមើល,prɑmaəl
តម្រិះ,tɑmreh
មហោសថ,meaʔhaosaʔtʰaʔ
ស្លាធម៌,slaa tʰoa
ស៊ាំ,soam
បទ,bɑt
ស្ទូច,stuuc
រសិក,reaʔseʔkaʔ
ហុយ,hoy
សម្រាក,sɑmraak
លហុ,leaʔhuʔ
អន្តរប្រទេស,ʔɑntaʔraʔprɑteeh
ត្របោម,trɑbaom
សម្ទាយ,sɑmtiey
សហ័ស,saʔhah
លំទោន,lumtoon
ពិឃាដ,piʔkʰiet
មី,mii
លីវ,liiv
ជូជក,cuucʊək
ចង្អុល,cɑŋʔol
តែលតោល,tael-taol
មគ៌ា,meaʔreaʔkie
ហិប,hǝp
បង្អួត,bɑŋʔuət
ថ្វាយ,tvaay
ទាស,tieh
ធារ,tʰie
ទារ,tie
អ៊ំ,ʔrum
ទ្រាំ,troam
ចន្លុះ,cɑnloh
កាន់,kan
សាវកែ,saav kae
សាប,saap
ឆ្លៀវឆ្លាត,cliəv-claat
លង,lɔɔŋ
ឌុន,dun
សួរ,suǝ
ចំហាយ,cɑmbaay
បញ្ចេះ,bɑɲceh
ឡាន,laan
ចំបើង,cɑmbaəŋ
រង្សី,reaŋsəy
កិប,kep
ចំណុច,cɑmnoc
ជលយាន,ceaʔleaʔyien
ស្បែង,sbaeŋ
រួម,ruəm
ហៀន,hiǝn
បំពេញ,bɑmpɨɲ
ក្លង,klɑɑŋ
លេប,leep
ឧបជ្ឈាយ៍,ʔuʔpaccʰie
ចាល់,cal
បរិភោក្តា,bɑɑreʔpʰookdaa
ក្បៀស,kbiəh
យុវភាព,yuʔveaʔpʰiep
ប៉ប្រក,pɑprɑɑk
ប្រសូត,prɑsoot
សំណាប,sɑmnaap
ថ្លង់,tlɑŋ
ប្រធានាធិបតី,prɑtʰienietʰɨppaʔdəy
កំទេច,kɑmtɨc
រមណី,reaʔmeaʔnii
អាជីព,ʔaaciip
ឥច្ឆា,ʔɨccʰaa
មេដាយ,meedaay
គន្ធ,kʊəntʰɔɔ
ទ្រុម,trum
ស្ងាត់,sŋat
សមណ,saʔmaʔnaʔ
និសា,niʔsaa
ជះ,ceah
បង្កើត,bɑŋkaət
លើកតែ,lǝǝk tae
ស្វាយព្រៃ,svaay prey
ពញាក្រែក,pɲie kraek
រាតត្បាត,riet tbaat
ពិត,pɨt
ឈើគូស,cʰəə kuuh
អដ្ឋកថា,ʔattʰaʔkaʔtʰaa
កា,kaa
ម៉ាង,maaŋ
អតិថិ,ʔaʔteʔtʰeʔ
ណូរី,noorii
បង្ខាត,bɑŋkʰaat
អេះ,ʔeh
អុងម៉ុង្គ,ʔoŋ-moŋ
ននោង,nɔnooŋ
អ្ហូ,ʔhoo
តាន់,tan
យើ,yəə
ប្រឆាំង,prɑcʰaŋ
ត្រងិល,trɑŋəl
ម៉ឹង,məŋ
វិវត្តន៍,viʔvoat
នំ,num
អែម,ʔaem
បរិច្ឆេទ,bɑɑrəccʰaet
ស្រងេះស្រងោច,srɑŋeh-srɑŋaoc
សម្ភោជ,sɑmpʰooc
ប្រសាច,prɑsaac
ស្ទក់,stɔǝk
វាសរ,viesaʔraʔ
គ្រវែង,krɔvɛɛŋ
មហាសុមេធាធិបតី,mɔhaasoʔmeetʰietʰiʔpaʔdəy
ទឡ្ហីកម្ម,toalhəykam
ពពាក់,pɔpeak
ស្បូន,sboon
កងកេង,kaaŋ-keɛŋ
ញាណ,ɲien
រដឹក,rɔdək
ឆ្នាំ,cnam
ធ្លា,tlie
អធិការកិច្ច,ʔaʔtʰiʔkaakǝc
អនិច្ចកម្ម,ʔaʔnɨccaʔkam
គគ្រាំ,kɔkroam
ជញ្ជាប,cʊəɲciep
រូប,ruup
នក្សត្រ,neaksat
អវ,ʔaʔveaʔ
សន្ធៃ,sɑntʰey
សង្វេគ,sɑŋveek
តិរច្ឆាន,teʔraccʰaan
សប៊ូ,saʔbuu
ហ៊ូ,huu
បញ្ជី,bɑɲcii
ហី,hǝǝ
តោកយ៉ាក,taok yaak
ខ្ទាស់,ktoah
ជាវ,ciev
អើត,ʔaǝt
បវរ,bɑɑvɑɑ
ក្បាល,kbaal
បណ្ដោះ,bɑndɑh
វ៉ាលិស,vaaliih
រំ,rum
ល្ពៅ,lpɨv
ទើស,təəh
បុរី,boʔrəy
ដាន,daan
ច្រុង,croŋ
ស្ដាប់,sdap
សម្ភព,sɑmpʰup
បិសាច,bəysaac
កំរោល,kɑmraol
បង្អែក,bɑŋʔaek
លឿង,lɨǝŋ
អាណាចក្រ,ʔaanaacak
អត្តពលកម្ម,ʔattaʔpɔǝlleaʔkam
ន៏,nɔɔ
ថ្គាម,tkiem
ស្រូប,sroop
ស្ថានការណ៍,stʰaankaa
ចំពុះ,cɑmpuh
បញ្ញើ,bɑɲɲaə
ពន្លា,pʊənlie
ស្រឡេវ,srɑleɛv
ផ្ដែផ្ដាំ,pdae-pdam
គ្រុន,krun
បន្តក់,bɑntɑk
ខ្ជោល,kcool
ឯកអគ្គរដ្ឋទូត,ʔaekaʔakkeaʔroattʰaʔtuut
របុក,rɔbok
អន្តោប្រវេសន៍,ʔɑntaoprɑveeh
ប្រើស,praəh
រដ្ឋាករ,roattʰaakɑɑ
ភ្ងារ,pŋie
ស្រើបស្រាល,sraǝp-sraal
ឡាវ,laav
អពមង្គល,ʔaʔpeaʔ mʊəŋkʊəl
ក្រលុក,krɑlok
សង្គាយនា,sɑŋkieyeaʔnie
បារ,baa
អសន្តិសុខ,ʔaʔsɑnteʔsok
មាណវី,mieneaʔvii
ព្រៀប,priəp
របារ,rɔbaa
មមើ,mɔməə
ទន្ទាំ,tʊəntoam
វ៉េ,veɛ
ជើងទេរ,cəəŋ tee
ទសកៈ,teahsaʔkaʔ
និរាស,niʔrieh
គគ្រើម,Kɔkrəəm
កំរៃ,kɑmray
បដិរូប,paʔdeʔruup
ញៀន,ɲiən
ក្ដាន់,kdan
សាក,saak
ព្រាច,priec
សារី,saarii
ហ៊ឹង,hɨŋ
អាស៊ី,ʔaazii
អក្ខរកម្ម,ʔakkʰaʔraʔkam
ឆែ,cʰae
ខមាទោស,kʰɑɑmietoh
ប្រុះ,proh
ធុង,tʰuŋ
ទំនប់,tumnup
ខែល,kʰael
ដៀង,diəŋ
បែរ,bae
ភ័យរន្ធត់,pʰeyrʊəntʰʊət
ក្អែ,kʔae
ភិម,pʰim
ក៏,kɑɑ
ផ្ងូត,pŋoot
គុណវិបត្តិ,kunaʔviʔbat
ភស្តុតាង,pʰoahtaaŋ
ប្រវែង,prɑvaeŋ
បព្វជិត,bappaccɨt
ពុទ្ធរូប,puttʰeaʔruup
គាំពារ,koampie
ទ្រនិច,trɔnɨc
សូប,soop
ទាត់,toat
ទ្រម,trɔɔm
នមស្សការ,neaʔmahsaʔkaa
ថ្គោល,tkool
ទំពូង,tumpuuŋ
ពង្រ,pʊəŋrɔɔ
បញ្ចាំង,bɑɲcaŋ
ឯវំ,ʔaevaŋ
សារូប,saaroop
ឆ្នួន,cnuən
ភក្ត្រ,pʰeak
បរិបាល,bɑɑreʔbaal
ពេញ,pɨɲ
ចត,cɑɑt
រវិ,reaʔviʔ
តោង,taoŋ
សជី,saʔcii
កខុប,kɑkʰop
ផ្ដែរ,pdae
តូង,tooŋ
ឃ្លាន,klien
ទីង,tiiŋ
រលង់,rɔlʊəŋ
នាម,niem
ឈើទាល,cʰəə tiel
ធម្មកថិក,tʰoammeaʔkaʔtʰək
បាតាល,baadaal
កន្ទួល,kɑntuəl
រពាក់,rɔpeak
ទេសនា,teehsnaa
មន្ទីរ,mʊəntii
តម្លោះ,tɑmlɑh
ស្បែក,sbaek
មុះមុត,muh mut
ឱត,ʔaot
ទុព្វល,tuppʊəl
វាក្យ,viekyaʔ
ផ្សះ,psah
គ្រែ,krɛɛ
ល្អោច,lʔaoc
វឹកវរ,vɨk-vɔɔ
អាមក,ʔaameaʔkaʔ
ទោច,tooc
ឥណ្ឌូណេស៊ី,ʔǝnduuneɛzii
ផាឌិប,pʰaa dɨp
វិសុទ្ធមគ្គ,viʔsottʰiʔmeak
អវតារ,ʔaʔveaʔtaa
ក្សេត្រាជីវកម្ម,kseɛttraacivveaʔkam
អន្លក់,ʔɑnlʊək
ញឹក,ɲɨk
គីមី,kiimii
សម្ពាធ,sampiet
៣,3
ឆុរ,cʰol
ស្វាហាប់,svaahap
ម្រះ,mreah
សំបក,sɑmbɑɑk
ស្កូវ,skǝv
ភាវ,pʰiev
បង្គាប់,bɑŋkoap
ទេវស្ថាន,teeveaʔstʰaan
អប្បយស,ʔappaʔyʊəh
ព្រ័ត្រ,proat
ខ្សៀ,ksiə
កកែប,kɑkaep
ស្ម័គ្រ,smak
មាតា,miedaa
អន្ទង់,ʔɑntʊəŋ
ភ្លៅ,plɨv
តុល្យការ,tolyeaʔkaa
ជយោ,ceaʔyoo
ជ្រលក់,crɔlʊək
វ៉ុល,vol
គ្រជីវ,krɔciiv
ជំនះ,cumneah
អៀវ,ʔiǝv
លូត,luut
អំមិញ,ʔɑmmǝɲ
ប្រក្រតី,prɑʔkrɑdəy
គ្រំ,krum
ឃូរ,kʰuu
រាក់,reak
ជីវា,ciivaa
ប្រហែស,prɑhaeh
គតិយុត្ត,keaʔteʔyut
ជ័យ,cey
បណ្ណាគារ,bannaakie
ផ្គរ,pkɔɔ
លេខា,leekʰaa
វាំងជា,veaŋcie
ចំអែត,cɑmʔaet
សាមសិប,saamsǝp
កំប្លង់,kɑmplɑŋ
ផ្អឹប,pʔəp
ស្រាង,sraaŋ
វិរាគ,viʔriek
លៀន,liǝn
៚,.
សស្រាក់,sɑsrak
ជីប,ciip
នព,nɔɔp
អាំង,ʔaŋ
ទម្លាក់,tumleak
ចង្អល់,cɑŋʔɑl
ចំណត,cɑmnɑɑt
ប្រសិទ្ធ,prɑsət
អត្ថិភាព,ʔattʰeʔpʰiep
ល្បាក់,lbak
ក្សេមក្សាន្ត,kseɛm-ksaan
ប្រព្រឹត្តិការណ៍,prɑprɨtteʔkaa
មីនរាសី,miineaʔriesəy
ខួច,kʰuəc
ពូន,puun
ទក,tɔɔk
ពុទ្ធិ,puttʰiʔ
វិនិយោគ,viʔniʔyook
រៀបចំ,riəp cɑm
ទំ,tum
ល្ហើយ,lhaǝy
កុសល,koʔsal
ពិសោធ,piʔsaot
ត្រៃភព,traypʰup
រសៀល,rɔsiəl
ដក,dɑɑk
ហាល,haal
ចចៅ,cɑcav
ផាហ៊ុម,pʰaa hum
ងុយ,ŋuy
មាត់ជ្រូក,moat cruuk
បន្ទោបង់,bɑntoo bɑŋ
តម្អូញ,tɑmʔooɲ
អនុគ្រោះ,ʔaʔnuʔkrʊəh
និមល,niʔmʊəl
ជើងពេល,cəəŋ peel
ឆ្ងាយ,cŋaay
ស្ទោក,stook
ស្រមោល,srɑmaol
ក្រវាត់,krɑvat
បាភ្នំ,baa pnum
ត្រាស់,trah
វោ,voo
ភូមិ,pʰuum
ស្រឡះ,srɑlah
កំសត់,kɑmsɑt
បរពត,bɑɑreaʔpʊət
ព្រហ្មចរិយ,preaʔmeaʔcaʔreʔyaʔ
គន្ថនិទ្ទេស,kʊəntʰaʔnitteeh
កិកិ,keʔ-keʔ
ឡាំង,laŋ
វីត,viit
លលកស,lɔlɔɔk sɑɑ
ទឹកប្រាក់,tɨk prak
លាន់,loan
សាវ,saav
កណ្ដៀតក្អម,kɑndiət kʔɑɑm
បញ្ចេញ,bɑɲcəɲ
រអោក,rɔʔaok
ស្បែកជើង,sbaek cǝǝŋ
ឧបត្ថម្ភ,ʔuʔpattʰam
ទីន័ង,tiineaŋ
តើក,taək
មីង,miiŋ
មេទោ,meetoo
លុក,luk
ពំនោល,pumnool
ជិតំ,ciʔtaŋ
ទីងមោង,tiiŋ mooŋ
សញ្ជឹង,saɲcɨŋ
មោទនា,mooteaʔnie
តួយ៉ាង,tuə yaaŋ
រំអុក,rumʔok
ហនុមាន,haʔnuʔmaan
ទេវទូត,teeveaʔtuut
បូជា,boo cie
ហ្នឹង,nɨŋ
ទោមនស្ស,toomeaʔnoah
ជើងមេឃ,cəəŋ meek
ឆក់,cʰɑk
សំអិត,sɑmʔǝt
បង្កួយ,bɑŋkuəy
អនាម័យ,ʔaʔnaamay
អង្កាម,ʔɑŋkaam
ស្ទាវ,stiev
យាង,yieŋ
ពាំង,peaŋ
អរិ,ʔaʔriʔ
បាក់សាច់,bak sac
ទ្រនុង,trɔnuŋ
បន្ថើរ,bɑntʰaə
ពីងពាង,piiŋ-pieŋ
ឧប្បត្តិ,ʔuppat
ហង,haaŋ
ទាល់,toal
សីតា,səytaa
ទះ,teah
ថ្កាត់,tkat
សំណាក,sɑmnaak
តម្បាញ,tɑmbaaɲ
ពាត,piet
អា,ʔaa
បង្អៅ,bɑŋʔav
ស្ពាន់ធ័រ,spoan tʰoa
បោសលាន,baoh lien
ឡាក,laak
ស្រួច,sruǝc
ជិត,cɨt
ឆ្ងល់,cŋɑl
អាពាធ,ʔaapiet
មូលនិធិ,muulniʔtʰiʔ
ជើងស្រុក,cəəŋ srok
ស្អា,sʔaa
គ្រវី,krɔvii
ច្រួល,cruəl
មតិ,meaʔteʔ
របឹង,rɔbəŋ
ជ្រៅ,crɨv
ធ្លុញ,tluɲ
បង្កូក,bɑŋkook
ប្រាត់,prat
ទម,tɔɔm
ជំនឿន,cumnɨən
អន,ʔɑɑn
លូច,luuc
តម្រា,tɑmraa
អតិរេក,ʔaʔteʔraek
ងងិត,ŋɔŋɨt
ត្រល់,trɑl
ស្រឹង្គារ,srǝŋkie
តយង៉យ,tɑɑy-ŋɑɑy
លង់,lʊəŋ
ថេរវាទ,tʰeɛraʔviet
ស្ពាន,spien
រំលាង,rumlieŋ
បថ,bɑt
ឲ្យ ហួម,huǝm
រណ,reaʔnaʔ
ភ្នាល់,pnoal
សម្រឹង,sɑmrəŋ
ចណ្ឌាល,candiel
កញ្ជ្រឹល,kɑɲcrɨl
អង្គរ,ʔɑŋkɔɔ
ត្រង់,trɑŋ
ប៉ផ្ដក់,pɑpdɑk
ពិជិតមារ,piʔciʔtaʔmie
ខ្វក,kvɑɑk
លប់,lup
ទង្គុក,tʊəŋkuk
សុច្ឆន្ទៈ,soccʰanteaʔ
ណាត់,nat
ឆុក,cʰok
ស្មុំ,smom
ទាយិកា,tieyiʔkaa
សម្ភាសន៍,sɑmpʰieh
អុជ,ʔoc
ផ្អាប់,pʔap
បៀ,biə
ប្រទើស,prɑtəəh
អារាម,ʔaaraam
ខ្ចប់,kcɑp
ខ្ទីង,ktiiŋ
ល្អាន,lʔaan
ប៉ប៉ាច់ប៉ប៉ោច,pɑpac-pɑpaoc
ពត៌មាន,poadɑɑmien
យោគិន,yookɨn
ប្លក់,plɑk
កំលៅ,kɑmlav
វិធាន,viʔtʰien
ឥស្សា,ʔihsaa
ខែត្រ,kʰaet
ប្រផេះ,prɑpʰeh
បំប៉ន,bɑmpɑɑn
អមនុស្សធម៌,ʔaʔmeaʔnuhsaʔtʰoa
ពាធា,pietʰie
ទស្សនាទាន,tʊəhsaʔnaatien
លើ,lǝǝ
ស្នូរ,snoo
អន្ទះសា,ʔɑnteah saa
សន្និធិ,sɑnniʔtʰiʔ
ស្ន,snɑɑ
ខ្វិន,kvən
ទិដ្ឋានុគតិ,tittʰaanuʔkeaʔteʔ
រំលីង,rumliiŋ
ក្របែល,krɑbael
ជន់,cʊən
អាសន្ន,ʔaasɑn
ចង្កូត,cɑŋkoot
ដៀល,diəl
យាត្រា,yietraa
ទទ្រើត,tɔtrəət
រទង,rɔtɔɔŋ
ព្រឹប,prɨp
អនាមិក,ʔaʔniemik
មូលហេតុ,muulhaet
និវាស,niʔvieh
នុយ,nuy
ហូត,hoot
ពណ្ណរាយ,poannaʔriey
ស្នើ,snaǝ
ស្នាម,snaam
ត្រាញ់,traɲ
គ្រវាត់,krɔvoat
បន្ទន់,bɑntʊən
គម,kɔɔm
រី,rii
គ្រែង,krɛɛŋ
វិសមភាព,viʔsaʔmaʔpʰiep
អុច,ʔoc
ស្មា,smaa
អ័ព្ទ,ʔap
អភិណ្ហ,ʔaʔpʰinhaʔ
ហិរញ្ញវត្ថុ,heʔraɲɲeaʔvoattʰoʔ
សង្ខារ,sɑŋkʰaa
ពាស,pieh
វិញ្ញាសា,vɨɲɲiesaa
រំពេច,rumpɨc
ខ្ចាស់,kcah
ប្រតាយ,prɑtaay
កំប្លែង,kɑmplaeŋ
បង្រួម,bɑŋruəm
កាលៈទេសៈ,kaalaʔteesaʔ
ជើងក្រាន,cəəŋ kraan
ប្រចណ្ឌ,prɑcan
ខ្នារ,knaa
បិទមុខ,bət muk
សម្ភារ,sɑmpʰie
ន័យ,ney
ច្បា,cbaa
ទិញ,tɨɲ
លំហែ,lumhae
កតិកាសញ្ញា,kaʔteʔkaasaɲɲaa
ស្លូត,sloot
ទេពតា,teepdaa
ហែប,haep
វិចារ,viʔcaaraʔ
បង្ហើយ,bɑŋhaəy
ខ្ពង់ខ្ពស់,kpʊəŋ kpʊəh
អាត្ម័ន,ʔaatman
អដ្ឋិ,ʔattʰeʔ
អនុញ្ញាត,ʔaʔnuɲɲaat
ល្អន់,lʔɑn
សហ,saʔhaʔ
មហាជន,meaʔhaacʊən
សម្មាន,sammaan
លី,lii
ផ្គើន,pkəən
នរណា,nɔɔnaa
យាន,yien
លត់,lʊət
សជាត,saʔciet
មូទូ,muu-tuu
អែន,ʔaen
ហាប់,hap
បំពោក,bɑmpook
កម្លាំង,kɑmlaŋ
ប្រ,prɑ-
បេក្ខភាព,peɛkkʰaʔpʰiep
រេញ,rɨɲ
បញ្ជូន,bɑɲcuun
វិធីការ,viʔtʰiikaa
ស្របាល,ṡrɑbaal
រមៀល,rɔmiəl
ប្រឈម,prɑcʰɔɔm
ស្និទ្ធ,snǝt
ស្ល,slaa
មកា,meaʔkaa
គយ,kɔɔy
មហោរី,meaʔhaorii
វិតក្ក,viʔtakkaʔ
រំចេក,rumceɛk
គ្រេច,krɨc
ឃ្លេងឃ្លោង,kleeŋ-klooŋ
រ៉ុយ,roy
សំរូប,sɑmroop
ពុទ្ធិក,puttʰik
បង្ហោះ,bɑŋhɑh
ងើយ,ŋəəy
សាបាន,saabaan
ប៉ោល,paol
ក្រមី,krɑməy
បដិមា,paʔdeʔmaa
ខ្ជាប់,kcoap
ជា,cie
រង្គាល,rʊəŋkiel
អត្ថន័យ,ʔattʰaʔney
ទស,tʊəh
បញ្ឆុក,bɑɲcʰok
អាសាញ់,ʔaasaɲ
ព្រះបត់,preah bɑt
បូក,book
កន្ត្រាក់,kɑntrak
រយ៉ា,rɔyaa
មហានិកាយ,mɔhaaniʔkaay
យ៉ាប់,yap
វាចា,viecaa
ឥណ,ʔiʔnaʔ
កតវេទី,kaʔtaʔveetii
ពុទ្ធបដិមា,puttʰeaʔpaʔdeʔmaa
ប្រឹក្សា,prəksaa
ផល,pʰɑl
រញី,rɔɲii
វ៉ែន,vaen
ភត្តាហារ,pʰoattaahaa
សត្វ,sat
ចិញ្ចឹម,cəɲcəm
ពិល,pil
ខ្វាច,kvaac
កំរៀវ,kɑmriəv
ម្រែង,mrɛɛŋ
រនោច,rɔnooc
ប្រគល់,prɑkʊəl
ក្លាក់,klak
មូលភាព,muuleaʔpʰiep
សុរិន្ទ,soʔrǝn
ផ្សិត,psət
ឈ្លៀស,cliəh
ពាល់,poal
ហេមន្ត,heɛmantaʔ
គុក,kuk
អរុណ,ʔaʔrun
តៅហ៊ូ,tav huu
សម្រប,sɑmrɑɑp
ពហុ,peaʔhuʔ
ក្លិន,klən
ពោល,pool
បញ្ជក់,bɑɲcʊək
ស្នាយ,snaay
បរិញ្ញាបត្រ,paʔrəɲɲaabat
ជង្រុក,cʊəŋruk
វរុណ,veaʔrun
ចិន,cən
ក្រ,krɑɑ
ស្តូប,stoop
រញង់,rɔɲʊəŋ
ពឺត,pɨɨt
ដំបូង,dɑmbooŋ
ហេមពាន្ត,heɛmeaʔpien
ចំហុត,cɑmbot
រហែក,rɔhaek
ពន្លក,pʊənlɔɔk
ខ្លែង,klaeŋ
លោះ,lʊəh
ប្រយោល,prɑyaol
កាពិ,kaapiʔ
ចរាចរ,cɑɑraacɑɑ
ទេសចរណ៍,teehsaʔcɑɑ
ថ្លា,tlaa
អន្ទង,ʔɑntɔɔŋ
សំឡេះ,sɑmleh
វោហារ,voohaa
ក្រលៀន,krɑliən
បារមី,baareaʔməy
ដង្កាប់,dɑŋkap
ស្នោ,snao
លុបលាង,lup-lieŋ
រដឺន,rɔdəən
ទ្រនូល,trɔnuul
ក្លៀវ,kliəv
ហូរ,hoo
ដលោក,dɑɑlook
ទុំ,tum
ស្ទែរ,stɛɛ
ប្លាធូ,plaa tʰuu
បដិវត្ត,paʔdeʔvoat
ពស់,pʊəh
អារក្ខ,ʔaarak
អភិបាល,ʔaʔpʰiʔbaal
ឆោម,cʰaom
ជំនំ,cumnum
គោល,kool
ខយ,kʰaʔyaʔ
