orth,pron_no_tones,pron_with_tones
ຊຳນານ,samnaːn,sam˧˥naːn˧˥
ປະເພນີ,papʰeːniː,pa˧˥pʰeː˧˥niː˧˥
ຮຸ່ມ,hum,hum˧
ຍືນ,ɲɯːn,ɲɯːn˧˥
ທີ່ຮັກ,tʰiːhak,tʰiː˧hak˧
ຢ່ວງ,juaːŋ,juaːŋ˧
ແກ້ວ,kɛːw,kɛːw˥˨
ບົມ,bom,bom
ອຸທອນ,utʰɔːn,u˧˥tʰɔːn˧˥
ສຸຣາ,suraː,su˧˥raː˧˥
ຄວນ,kʰuaːn,kʰuaːn˧˥
ທັມ,tʰam,tʰam˧˥
ຄວາມເປັນມາ,kʰwaːmpenmaː,kʰwaːm˧˥penmaː˧˥
ເກັບ,kep,kep˧˥
ພິທູນ,pʰitʰuːn,pʰi˧tʰuːn˧˥
ກິນກັນ,kinkan,kinkan
ມະ,ma,ma˧
ພິມ,pʰim,pʰim˧˥
ລ້ານຊ້າງ,laːŋsaːŋ,laːŋ˥˨saːŋ˥˨
ນ້ອມ,nɔːm,nɔːm˥˨
ໄມ,maj,maj˧˥
ມີເງິນ,miːŋən,miː˧˥ŋən˧˥
ດານ,daːn,daːn
ຣົບ,rop,rop˧
ຈ້ອງ,t͡ɕɔːŋ,t͡ɕɔːŋ˥˨
ຂັດ,kʰat,kʰat˧˥
ລີລາດ,liːlaːt,liː˧˥laːt˥˨
ບົກ,bok,bok˧˥
ປະຕິເສດ,patiseːt,pa˧˥ti˧˥seːt˧˩
ຄັນໃດ,kʰandaj,kʰan˧˥daj
ໂພ,pʰoː,pʰoː˧˥
ມັງກອນ,maŋkɔːn,maŋ˧˥kɔːn
ເຂົ້າຂອງ,kʰaokʰɔːŋ,kʰao˧˩kʰɔːŋ˩˧
ພາຍຸ,pʰaːɲu,pʰaː˧˥ɲu˧
ການຢືນຢັນ,kaːnjɯːnjan,kaːnjɯːnjan
ຫນຶ້ງ,nɯŋ,nɯŋ˧˩
ກ້ຽມ,kiaːm,kiaːm˥˨
ມະໄລ,malaj,ma˧laj˧˥
ຊີ້,siː,siː˥˨
ຄາດໄວ້,kʰaːtwaj,kʰaːt˥˨waj˥˨
ລ້ຽງໂຕ,liaːŋtoː,liaːŋ˥˨toː
ລຶບ,lɯp,lɯp˧
ໂລຫິດ,loːhit,loː˧˥hit˧˥
ອຸບ,up,up˧˥
ພະ,pʰa,pʰa˧
ຄົນມີ,kʰonmiː,kʰon˧˥miː˧˥
ບາງກອກ,baːŋkɔːk,baːŋkɔːk˧˩
ຄົງ,kʰoŋ,kʰoŋ˧˥
ແສ້,sɛː,sɛː˧˩
ດູຫມິ່ນ,duːmin,duːmin˧
ຢັ້ງຢືນ,jaŋjɯːn,jaŋ˥˨jɯːn
ການບົ່ມ,kaːnbom,kaːnbom˧
ສ່ວນກາງ,suaːnkaːŋ,suaːn˧kaːŋ
ຊາດົກ,saːdok,saː˧˥dok˧˥
ນະຣາ,naraː,na˧raː˧˥
ບົ່ວ,buaː,buaː˧
ຫິມະພານ,himapʰaːn,hi˧˥ma˧pʰaːn˧˥
ໂພດ,pʰoːt,pʰoːt˥˨
ພູພຽງ,pʰuːpʰiaːŋ,pʰuː˧˥pʰiaːŋ˧˥
ປິວ,piw,piw
ປິ,pi,pi˧˥
ປະພັນ,papʰan,pa˧˥pʰan˧˥
ຄວາມຄິດ,kʰwaːmkʰit,kʰwaːm˧˥kʰit˧
ພິສູດ,pʰisuːt,pʰi˧suːt˧˩
ລະດາ,ladaː,la˧daː
ເຫາະ,hɔ,hɔ˧˥
ມາຄະບູຊາ,maːkʰabuːsaː,maː˧˥kʰa˧buːsaː˧˥
ປໍ,pɔː,pɔː
ຊາງ,saːŋ,saːŋ˧˥
ບໍ່ແຕກ,bɔːtɛːk,bɔː˧tɛːk˧˩
ບໍ່ເຫມາະ,bɔːmɔ,bɔː˧mɔ˧˥
ທາ,tʰaː,tʰaː˧˥
ປະເຊີນ,pasəːn,pa˧˥səːn˧˥
ດ້ວງ,duaːŋ,duaːŋ˥˨
ເຊຕ,suaːtluaːt,suaːt˥˨luaːt˥˨
ຂຸນນາງ,kʰunnaːŋ,kʰun˩˧naːŋ˧˥
ບຸກ,buk,buk˧˥
ບິດ,bit,bit˧˥
ເຄື່ອງສູງ,kʰɯːə̯ŋsuːŋ,kʰɯːə̯ŋ˧suːŋ˩˧
ສົມໂພດ,sompʰoːt,som˩˧pʰoːt˥˨
ເພ,pʰeː,pʰeː˧˥
ລ່ວງຫນ້າ,luaːŋnaː,luaːŋ˧naː˧˩
ມານິດ,maːnit,maː˧˥nit˧
ເຈດີ,t͡ɕeːdiː,t͡ɕeːdiː
ນົວ,nuaː,nuaː˧˥
ການໄດ້ມາ,kaːndajmaː,kaːndaj˥˨maː˧˥
ພໍໃຈ,pʰɔːt͡ɕaj,pʰɔː˧˥t͡ɕaj
ເຈົ້າອະທິການ,t͡ɕaoatʰikaːn,t͡ɕao˥˨a˧˥tʰi˧kaːn
ຄອມ,kʰɔːm,kʰɔːm˧˥
ລ້ວນ,luaːn,luaːn˥˨
ບໍ່ຄິດຄ່າ,bɔːkʰitkʰaː,bɔː˧kʰit˧kʰaː˧
ຕົວະ,tua,tua˧˥
ປົບ,pop,pop˧˥
ເລີດ,ləːt,ləːt˥˨
ຂອງຫລິ້ນ,kʰɔːŋlin,kʰɔːŋ˩˧lin˧˩
ກຳຊັບ,kamsap,kamsap˧
ຊັດ,sat,sat˧
ບູ່,buː,buː˧
ຊັ້ນ,san,san˥˨
ພິກສຸ,pʰiksaː,pʰik˧saː˩˧
ຜື,pʰɯː,pʰɯː˩˧
ຄັດອອກ,kʰatɔːk,kʰat˧ɔːk˧˩
ແຍ້ງ,ɲɛːŋ,ɲɛːŋ˥˨
ບັງເກີດ,baŋkəːt,baŋkəːt˧˩
ເອ,eː,eː
ພະທາດ,pʰatʰaːt,pʰa˧tʰaːt˥˨
ພະໄທ,pʰatʰaj,pʰa˧tʰaj˧˥
ດັດ,dat,dat˧˥
ເຫິ,hə,hə˧˥
ດາຣາ,daːraː,daːraː˧˥
ຄວາມຊື່,kʰwaːmsɯː,kʰwaːm˧˥sɯː˧
ເປັນປະຈຳ,penpat͡ɕam,penpa˧˥t͡ɕam
ສັນຍາ,sanɲaː,san˩˧ɲaː˧˥
ມັດທະນະ,mattʰana,mat˧tʰa˧na˧
ຫຍ້າ,ɲaː,ɲaː˧˩
ຄົນໃດ,kʰondaj,kʰon˧˥daj
ວະ,wa,wa˧
ວິພາ,wipʰaː,wi˧pʰaː˧˥
ສັມມາ,sammaː,sam˩˧maː˧˥
ອອກອາກາດ,ɔːkaːkaːt,ɔːk˧˩aːkaːt˧˩
ຊ້າ,saː,saː˥˨
ພາຊີ,pʰaːsiː,pʰaː˧˥siː˧˥
ກັມມະສິນ,kammasin,kamma˧sin˩˧
ນັດຈະ,natt͡ɕa,nat˧t͡ɕa˧˥
ຄົນຈິງ,kʰont͡ɕiŋ,kʰon˧˥t͡ɕiŋ
ປົນ,pon,pon
ຫມໍ້,mɔː,mɔː˧˩
ໃຫ້ຫາ,hajhaː,haj˧˩haː˩˧
ກະອອກ,kaɔːk,ka˧˥ɔːk˧˩
ຄວາມເຂັ້ມຂົ້ນ,kʰwaːmkʰemkʰon,kʰwaːm˧˥kʰem˧˩kʰon˧˩
ອ້າວ,aːo,aːo˥˨
ຂາງ,kʰaːŋ,kʰaːŋ˩˧
ສາລີ,saːliː,saː˩˧liː˧˥
ຍຸຄົນ,ɲukʰon,ɲu˧kʰon˧˥
ສັນລະຍະ,sanlaɲa,san˩˧la˧ɲa˧
ກັມ,kam,kam
ຕຸລາ,tulaː,tu˧˥laː˧˥
ຝຣັ່ງເສດ,fraŋseːt,fraŋ˧seːt˧˩
ກຸນລະບຸດ,kunlabut,kunla˧but˧˥
ເປັນຢ່າງນີ້,penjaːŋniː,penjaːŋ˧niː˥˨
ການປາກເວົ້າ,kaːnpaːkwao,kaːnpaːk˧˩wao˥˨
ທີ່ປຶກສາ,tʰiːpɯksaː,tʰiː˧pɯk˧˥saː˩˧
ຢ່າງນັ້ນ,jaːŋnan,jaːŋ˧nan˥˨
ອາບ,aːp,aːp˧˩
ອຸບປະໂພກ,uppapʰoːk,up˧˥pa˧˥pʰoːk˥˨
ຊົ້ນ,son,son˥˨
ມະຫາຊົນ,mahaːson,ma˧haː˩˧son˧˥
ປີ້ນ,piːn,piːn˥˨
ຍ່ຳ,ɲam,ɲam˧
ເທເອົາ,tʰeːao,tʰeː˧˥ao
ອະນຸເຄາະ,anukʰɔ,a˧˥nu˧kʰɔ˧
ວົນ,won,won˧˥
ສັດຕູ,sattuː,sat˧˥tuː
ລາວ,laːo,laːo˧˥
ຢາກ,jaːk,jaːk˧˩
ຕົກໃຈ,tokt͡ɕaj,tok˧˥t͡ɕaj
ອິ່ມ,im,im˧
ອຸທິຍານ,utʰiɲaːn,u˧˥tʰi˧ɲaːn˧˥
ໂລ່ງ,loːŋ,loːŋ˧
ພະຍາບານ,pʰaɲaːbaːn,pʰa˧ɲaː˧˥baːn
ດາງ,daːŋ,daːŋ
ອອກຊື່,ɔːksɯː,ɔːk˧˩sɯː˧
ແຮງ,hɛːŋ,hɛːŋ˧˥
ອູດ,uːt,uːt˧˩
ຟູມ,fuːm,fuːm˧˥
ທຸມ,tʰum,tʰum˧˥
ຍອນ,ɲɔːn,ɲɔːn˧˥
ທາງໃນ,tʰaːŋnaj,tʰaːŋ˧˥naj˧˥
ບັນດິດ,bandit,bandit˧˥
ລ້າ,laː,laː˥˨
ບາຫລອດ,baːlɔːt,baːlɔːt˧˩
ກັສ,kuaːŋ,kuaːŋ˥˨
ສ່ວນລົດ,suaːnlot,suaːn˧lot˧
ແກນ,kɛːn,kɛːn˧
ຫນ້າຕ່າງ,naːtaːŋ,naː˧˩taːŋ˧
ໃສ່ໃຈ,sajt͡ɕaj,saj˧t͡ɕaj
ຂັນທີ່,kʰantʰiː,kʰan˩˧tʰiː˧
ອັນລະອຽດ,anlaiaːt,anla˧iaːt˧˩
ຕ້ອງ,tɔːŋtɛːŋ,tɔːŋ˧tɛːŋ˧
ເຮືອ,hɯːə̯,hɯːə̯˧˥
ພາຄີ,pʰaːkʰiː,pʰaː˧˥kʰiː˧˥
ຮຸບ,hup,hup˧
ແຫນງ,nɛːŋ,nɛːŋ˩˧
ເຄື່ອງຮັບ,kʰɯːə̯ŋhap,kʰɯːə̯ŋ˧hap˧
ລະແບບ,labɛːp,la˧bɛːp˧˩
ຄວາມລະມັດລະວັງ,kʰwaːmlamatlawaŋ,kʰwaːm˧˥la˧mat˧la˧waŋ˧˥
ຈຳເພາະ,t͡ɕampʰɔ,t͡ɕampʰɔ˧
ມົດລູກ,motluːk,mot˧luːk˥˨
ການທຳ,kaːntʰam,kaːntʰam˧˥
ສີ່,siː,siː˧
ກະເຊົາ,kasao,ka˧˥sao˧˥
ສະຕຣີ,satriː,sa˧˥triː
ລ້ຽວ,liaːw,liaːw˥˨
ລວດ,luaːt,luaːt˥˨
ວີກ,wiːk,wiːk˥˨
ໄຊ້,saj,saj˥˨
ທ້ອງຟ້າ,tʰɔːŋfaː,tʰɔːŋ˥˨faː˥˨
ອຸຕ,uaːt,uaːt˧˩
ເດືອດ,dɯːə̯t,dɯːə̯t˧˩
ຄຸກຄາມ,kʰukkʰaːm,kʰuk˧kʰaːm˧˥
ເຄື່ອນ,kʰɯːə̯n,kʰɯːə̯n˧
ໄກ່,kaj,kaj˧
ມີແວວ,miːwɛːw,miː˧˥wɛːw˧˥
ຈ້ອນ,t͡ɕɔːn,t͡ɕɔːn˥˨
ເມາະ,mɔ,mɔ˧
ລຶ້ງ,lɯŋ,lɯŋ˥˨
ສະທ້ອນ,satʰɔːn,sa˧˥tʰɔːn˥˨
ຜາສາດ,pʰaːsaːt,pʰaː˩˧saːt˧˩
ລະ,la,la˧
ຊະເອມ,saeːm,sa˧eːm
ຈູ່,t͡ɕuː,t͡ɕuː˧
ບໍ່ເມືອ,bɔːmiaː,bɔː˧miaː˧˥
ຍາງ,ɲaːŋ,ɲaːŋ˧˥
ປ່າຊ້າ,paːsaː,paː˧saː˥˨
ປະຕິສັງຂອນ,patisaŋkʰɔːn,pa˧˥ti˧˥saŋ˩˧kʰɔːn˩˧
ຕິດໃຈ,titt͡ɕaj,tit˧˥t͡ɕaj
ບາຕ,buaːt,buaːt˧˩
ສະມາຄົມ,samaːkʰom,sa˧˥maː˧˥kʰom˧˥
ແລ້,lɛː,lɛː˥˨
ຫມໍ້ໄຟ,mɔːfaj,mɔː˧˩faj˧˥
ຢຳ,jam,jam
ຕົ້ນສະບັບ,tonsabap,ton˥˨sa˧˥bap˧˥
ຫຸງ,huŋ,huŋ˩˧
ປວດ,puaːt,puaːt˧˩
ທ້າງ,tʰaːŋ,tʰaːŋ˥˨
ຫມາກງາ,maːkŋaː,maːk˧˩ŋaː˧˥
ພະນາງ,pʰanaːŋ,pʰa˧naːŋ˧˥
ຫົວບູຮານ,huaːbuːhaːn,huaː˩˧buːhaːn˧˥
ຊົດເຊີຽ,sotsəːj,sot˧səːj˧˥
ຜູ້ເຮັດ,pʰuːhet,pʰuː˧˩het˧
ເອົາຫົວຊາ,aohuaːsaː,aohuaː˩˧saː˧˥
ຮຽກຮ້ອງ,hiaːkhɔːŋ,hiaːk˥˨hɔːŋ˥˨
ນາ,naː,naː˧˥
ເສ,seː,seː˩˧
ສັກດາ,sakdaː,sak˧˥daː
ຍັກ,ɲak,ɲak˧
ກະຊິບ,kasip,ka˧˥sip˧
ປະຄັບປະຄອງ,pakʰappakʰɔːŋ,pa˧˥kʰap˧pa˧˥kʰɔːŋ˧˥
ອີ່,iː,iː˧
ມັດສາ,matsaː,mat˧saː˩˧
ສະບັ້ນ,saban,sa˧˥ban˥˨
ລອງ,lɔːŋ,lɔːŋ˧˥
ສມີ,samiː,sa˧˥miː˩˧
ບັນຍາກາດ,banɲaːkaːt,banɲaː˧˥kaːt˧˩
ລອກ,lɔːk,lɔːk˥˨
ຖີ່ຖ້ວນ,tʰiːtʰuaːn,tʰiː˧tʰuaːn˧˩
ມີກຽດ,miːkiaːt,miːkiaːt˧˥
ການປອມແປງ,kaːnpɔːmpɛːŋ,kaːnpɔːmpɛːŋ
ທັພ,tʰeːp,tʰeːp˥˨
ຮອງ,hɔːŋ,hɔːŋ˧˥
ແຖບຜ້າ,tʰɛːppʰa,tʰɛːp˧˩pʰa˧˩
ງາມຫນ້າ,ŋaːmnaː,ŋaːm˧˥naː˧˩
ເຄື່ອງຍົນ,kʰɯːə̯ŋɲon,kʰɯːə̯ŋ˧ɲon˧˥
ຜູ້ຮອງ,pʰuːhɔːŋ,pʰuː˧˩hɔːŋ˧˥
ມີລູກ,miːluːk,miː˧˥luːk˥˨
ເປັນຊຸດໆ,pensutsut,pensut˧sut˧
ຊະຍະ,saɲa,sa˧ɲa˧
ຍາມ,ɲaːm,ɲaːm˧˥
ຫິດ,hit,hit˩˧
ນາລີ,naːliː,naː˧˥liː˧˥
ບັນນາທິການ,bannaːtʰikaːn,bannaː˧˥tʰi˧kaːn
ກິນໃຈ,kint͡ɕaj,kint͡ɕaj
ຂະບວນ,kʰabuaːn,kʰa˧˥buaːn
ສັນທະນະ,santʰana,san˩˧tʰa˧na˧
ຕຳແຍ,tamɲɛː,tamɲɛː˧˥
ເຊັດ,set,set˧
ຈີ່ຈ້ຽມ,t͡ɕiːt͡ɕiaːm,t͡ɕiː˧t͡ɕiaːm˥˨
ເມັກ,mek,mek˧
ຣຸດຊີ,rutsiː,rut˧siː˧˥
ຄູບ,kʰuːp,kʰuːp˥˨
ຄວາມຊຸ່ມ,kʰwaːmsum,kʰwaːm˧˥sum˧
ການສ່ວນຕົວ,kaːnsuaːntuaː,kaːnsuaːn˧tuaː
ໃຫລ,laj,laj˧
ເພື່ອ,pʰɯːə̯,pʰɯːə̯˧
ປະເສີດ,pasəːt,pa˧˥səːt˧˩
ເລັບ,lep,lep˧
ຄວາມໄວ້ວາງໃຈ,kʰwaːmwajwaːŋt͡ɕaj,kʰwaːm˧˥waj˥˨waːŋ˧˥t͡ɕaj
ຝຸ່ນ,fun,fun˧
ພອງ,pʰɔːŋ,pʰɔːŋ˧˥
ປັດສາວະ,patsaːwa,pat˧˥saː˩˧wa˧
ບາງ,baːŋ,baːŋ
ໂຮງ,hoːŋ,hoːŋ˧˥
ເປັນເດືອນ,pendɯːə̯n,pendɯːə̯n
ໄມ້ຫອມ,majhɔːm,maj˥˨hɔːm˩˧
ຕັງ,taŋ,taŋ
ສນອງ,sanɔːŋ,sa˧˥nɔːŋ˩˧
ສ້ອມ,sɔːm,sɔːm˧˩
ຄາງຄົກ,kʰaːŋkʰok,kʰaːŋ˧˥kʰok˧
ແກມ,kɛːm,kɛːm
ເຂົ້ານຳ,kʰaonam,kʰao˧˩nam˧˥
ນອງ,nɔːŋ,nɔːŋ˧˥
ຢ່າງຮາບຄາບ,jaːŋhaːpkʰaːp,jaːŋ˧haːp˥˨kʰaːp˥˨
ພິທີ,pʰitʰiː,pʰi˧tʰiː˧˥
ແມ່ມານ,mɛːmaːn,mɛː˧maːn˩˧
ບໍຣິບູນ,bɔːribaːn,bɔːri˧baːn
ຮໍ,hɔː,hɔː˧˥
ສັກຂີ,sakkʰiː,sak˧˥kʰiː˩˧
ລະລຶກ,lalɯk,la˧lɯk˧
ມັດເຂົ້າ,matkʰao,mat˧kʰao˧˩
ຈຽມ,t͡ɕiaːm,t͡ɕiaːm
ແຮ່,hɛː,hɛː˧
ກັງວານ,kaŋwaːn,kaŋwaːn˧˥
ພານິດ,pʰaːnit,pʰaː˧˥nit˧
ອາດ,aːt,aːt˧˩
ຟ້ອນ,fɔːn,fɔːn˥˨
ແລງ,lɛːŋ,lɛːŋ˧˥
ບໍ່ຍອມ,bɔːɲɔːm,bɔː˧ɲɔːm˧˥
ນໍ,nɔː,nɔː˧˥
ຂັກ,kʰak,kʰak˧˥
ຜາດ,pʰaːt,pʰaːt˧˩
ຜູກຮັກ,pʰuːhak,pʰuː˧˩hak˧
ບົ່ມ,bom,bom˧
ລົ້ມ,lom,lom˥˨
ຢອດ,jɔːt,jɔːt˧˩
ບັນຈົບ,bant͡ɕop,bant͡ɕop˧˥
ແບບຝຶກຫັດ,bɛːpfikhat,bɛːp˧˩fik˧˥hat˧˥
ວັກ,wak,wak˧
ຄວາມກ່ຽວຂ້ອງ,kʰwaːmkiaːwkʰɔːŋ,kʰwaːm˧˥kiaːw˧kʰɔːŋ˧˩
ພົງ,pʰoŋ,pʰoŋ˧˥
ກາມ,kaːm,kaːm
ການຍ່າງ,kaːnɲaːŋ,kaːnɲaːŋ˧
ເຖີດ,tʰəːt,tʰəːt˧˩
ຈັງຫວະ,t͡ɕaŋwa,t͡ɕaŋwa˧˥
ບໍ່ສາມາດ,bɔːsaːmaːt,bɔː˧saː˩˧maːt˥˨
ພະຈັນ,pʰat͡ɕan,pʰa˧t͡ɕan
ບຽນ,biaːn,biaːn
ປະຈົບ,pat͡ɕop,pa˧˥t͡ɕop˧˥
ມາລາ,maːlaː,maː˧˥laː˧˥
ສັທ,suaːt,suaːt˧˩
ຄວາມຝັນ,kʰwaːmfan,kʰwaːm˧˥fan˩˧
ຍົກຕົວຢ່າງ,ɲoktuaːjaːŋ,ɲok˧tuaːjaːŋ˧
ແປກ,pɛːk,pɛːk˧˩
ຟຸດ,fut,fut˧
ບໍ່ຕ່ຳກວ່າ,bɔːtamkwaː,bɔː˧tam˧kwaː˧
ເປັນຈັ່ງໃດ,pent͡ɕaŋdaj,pent͡ɕaŋ˧daj
ການເຊີນ,kaːnsəːn,kaːnsəːn˧˥
ສົກກະປົກ,sokkapok,sok˧˥ka˧˥pok˧˥
ທາງຂວາງ,tʰaːŋkʰwaːŋ,tʰaːŋ˧˥kʰwaːŋ˩˧
ຜູ້ເຫັນ,pʰuːhen,pʰuː˧˩hen˩˧
ເປັ້ຽ,piaː,piaː˥˨
ອັກສະ,aksa,ak˧˥sa˧˥
ເຍືອງ,ɲɯːə̯ŋ,ɲɯːə̯ŋ˧˥
ຄວາມຢ້ານກົວ,kʰwaːmjaːnkuaː,kʰwaːm˧˥jaːn˥˨kuaː
ເຂົ້າໂພດ,kʰaopʰoːt,kʰao˧˩pʰoːt˥˨
ສານຸ,saːnu,saː˩˧nu˧
ກະດີ,kadiː,ka˧˥diː
ປຽງ,piaːŋ,piaːŋ
ໂປດປານ,poːtpaːn,poːt˧˩paːn
ຂອກ,kʰɔːk,kʰɔːk˧˩
ເຖິງໃຈ,tʰəŋt͡ɕaj,tʰəŋ˩˧t͡ɕaj
ກະທິ,katʰi,ka˧˥tʰi˧
ປະພຶດ,papʰɯt,pa˧˥pʰɯt˧
ຮັບ,hap,hap˧
ແລ່ນ,lɛːn,lɛːn˧
ອາວຸໂສ,aːwusoː,aːwu˧soː˩˧
ເທັກນິກ,tʰeknik,tʰek˧nik˧
ເວົ້າ,wao,wao˥˨
ເຂັ້ງ,kʰeŋ,kʰeŋ˧˩
ຈຸກ,t͡ɕuk,t͡ɕuk˧˥
ຮອບຄອບ,hɔːpkʰɔːp,hɔːp˥˨kʰɔːp˥˨
ຊ່າ,saː,saː˧
ຈິກ,t͡ɕik,t͡ɕik˧˥
ນັດ,nat,nat˧
ໃຫ້ກູ້,hajkuː,haj˧˩kuː˥˨
ຜາຕັ້ງ,pʰaːtaŋ,pʰaː˩˧taŋ˥˨
ອະທິການ,atʰikaːn,a˧˥tʰi˧kaːn
ຂຸມ,kʰum,kʰum˩˧
ເງິນ,ŋən,ŋən˧˥
ເປັນຕົວອັກສອນ,pentuaːaksɔːn,pentuaːak˧˥sɔːn˩˧
ພາຊະນະ,pʰaːsana,pʰaː˧˥sa˧na˧
ຊີ່,siː,siː˧
ຮູບເງົາ,huːpŋao,huːp˥˨ŋao˧˥
ເຫືອກ,hɯːə̯k,hɯːə̯k˧˩
ຄົນດຽວ,kʰondiaːw,kʰon˧˥diaːw
ຖ້ອນ,tʰɔːn,tʰɔːn˧˩
ຟ້າ,faː,faː˥˨
ຈີ້,t͡ɕiː,t͡ɕiː˥˨
ລະດົມ,ladom,la˧dom
ປຸ່ມ,pum,pum˧
ຈໍ,t͡ɕɔː,t͡ɕɔː
ທຸ,tʰu,tʰu˧
ຮະ,ha,ha˧
ຄວາມຖີ່,kʰwaːmtʰiː,kʰwaːm˧˥tʰiː˧
ສື່,sɯː,sɯː˧
ຊັງ,saŋ,saŋ˧˥
ເພີ່ງ,pʰəːŋ,pʰəːŋ˧
ຜູ້ຕາງຫນ້າ,pʰuːtaːŋnaː,pʰuː˧˩taːŋnaː˧˩
ຕີ,tiː,tiː
ວ່ຽງ,wiaːŋ,wiaːŋ˧
ລູກອັນທະ,luːkantʰa,luːk˥˨antʰa˧
ບັບ,bap,bap˧˥
ປ້ອມ,pɔːm,pɔːm˥˨
ຕົວໃຫຍ່,tuaːɲaːj,tuaːɲaːj˧
ພັນສາ,pʰansaː,pʰan˧˥saː˩˧
ຊວດ,suaːt,suaːt˥˨
ອະດຸນ,adun,a˧˥dun
ລຳພັງ,lampʰaŋ,lam˧˥pʰaŋ˧˥
ກຸມມາຣີ,kummaːriː,kummaː˧˥riː˧˥
ຄວາມວ່ອງໄວ,kʰwaːmwɔːŋwaj,kʰwaːm˧˥wɔːŋ˧waj˧˥
ຄວາມຈິງ,kʰwaːmt͡ɕiŋ,kʰwaːm˧˥t͡ɕiŋ
ອາພັບ,aːpʰap,aːpʰap˧
ອາດຕະມາ,aːttamaː,aːt˧˩ta˧˥maː˧˥
ຫາວິທີແກ້ໄຂ,haːwitʰɯːkɛːkʰaj,haː˩˧wi˧tʰɯː˧˥kɛː˥˨kʰaj˩˧
ຫວີດ,wiːt,wiːt˧˩
ເຄົ້າ,kʰao,kʰao˥˨
ປະຫານ,pahaːn,pa˧˥haːn˩˧
ສຸມ,sum,sum
ບັນລຸ,banlu,banlu˧
ແຊ່,sɛː,sɛː˧
ຖອກ,tʰɔːk,tʰɔːk˧˩
ຫລອດສຽງ,lɔːtsiaːŋ,lɔːt˧˩siaːŋ˩˧
ຊີດ,siːt,siːt˥˨
ທຳໃຫ້,tʰamhaj,tʰam˧˥haj˧˩
ກູດ,kuːt,kuːt˧˩
ແຝງ,fɛːŋ,fɛːŋ˩˧
ຈິ,t͡ɕi,t͡ɕi˧˥
ເຈາະ,t͡ɕɔ,t͡ɕɔ˧˥
ຄວາມອ່ອນນ້ອມ,kʰwaːmɔːnnɔːm,kʰwaːm˧˥ɔːn˧nɔːm˥˨
ສະສະ,sasa,sa˧˥sa˧˥
ຄວາມກຽດຊັງ,kʰwaːmkiaːtsaŋ,kʰwaːm˧˥kiaːt˧˩saŋ˧˥
ຮາມ,haːm,haːm˧˥
ນ້ຳໃສໃຈຈິງ,namsajt͡ɕajt͡ɕiŋ,nam˥˨saj˩˧t͡ɕajt͡ɕiŋ
ຢ້ານ,jaːn,jaːn˥˨
ທະນີ,tʰaniː,tʰa˧niː˧˥
ຜູ້ອ່ານ,pʰuːaːn,pʰuː˧˩aːn˧
ເປັນແຕ່,pentɛː,pentɛː˧
ພາວະ,pʰaːwa,pʰaː˧˥wa˧
ຕໍ່ຈາກ,tɔːt͡ɕaːk,tɔː˧t͡ɕaːk˧˩
ນ່ອງ,nɔːŋ,nɔːŋ˧
ຂຶ້ນຫນ້າ,kʰɯnnaː,kʰɯn˧˩naː˧˩
ນ້ອງ,nɔːŋ,nɔːŋ˥˨
ຄຳຈຳກັດ,kʰamt͡ɕamkat,kʰam˧˥t͡ɕamkat˧˥
ປະຣິພາຊົກ,paripʰaːsok,pa˧˥ri˧pʰaː˧˥sok˧
ອິທ,uaːt,uaːt˧˩
ອະໄວຍະວະ,awajɲawa,a˧˥waj˧˥ɲa˧wa˧
ໃນຂັ້ນຕໍ່ໄປ,najkʰantoːpaj,naj˧˥kʰan˧˩toː˧paj
ອຸຕຸ,utu,u˧˥tu˧˥
ຕ້ອງການ,tɔːŋkaːn,tɔːŋ˥˨kaːn
ອຸທານ,utʰaːn,u˧˥tʰaːn˧˥
ເຕັນນິສ,tennit,tennit˧
ຍາມາ,ɲaːmaː,ɲaː˧˥maː˧˥
ອອງ,ɔːŋ,ɔːŋ
ເກດ,keːt,keːt˧˩
ປະກາດ,pakaːt,pa˧˥kaːt˧˩
ອັ່ງ,aŋ,aŋ˧
ຫົວເຣື່ອງ,huaːrɯːə̯ŋ,huaː˩˧rɯːə̯ŋ˧
ກັມມະ,kampʰon,kampʰon˧˥
ຮອບ,hɔːp,hɔːp˥˨
ຈັກຄາວ,t͡ɕakkʰaːo,t͡ɕak˧˥kʰaːo˧˥
ກະທົບກະເທືອນ,katʰopkatʰɯːə̯n,ka˧˥tʰop˧ka˧˥tʰɯːə̯n˧˥
ອອກປາກ,ɔːkpaːk,ɔːk˧˩paːk˧˩
ຫມັກ,mak,mak˧˥
ຄຳອ້າງ,kʰamaːŋ,kʰam˧˥aːŋ˥˨
ຮ່ອງ,hɔːŋ,hɔːŋ˧
ດ້ວນ,duaːn,duaːn˥˨
ງີ້ວ,ŋiːw,ŋiːw˥˨
ຊິ່ມ,sim,sim˧
ທິພ,tʰeːp,tʰeːp˥˨
ພຽງໃດ,pʰiaːŋdaj,pʰiaːŋ˧˥daj
ຂອງກິນ,kʰɔːŋkin,kʰɔːŋ˩˧kin
ຈຳພວກ,t͡ɕampʰuaːk,t͡ɕampʰuaːk˥˨
ປັບປຸງ,pappuŋ,pap˧˥puŋ
ອອກເຮືອນ,ɔːkhɯːə̯n,ɔːk˧˩hɯːə̯n˧˥
ເຫັນແກ່,henkɛː,hen˩˧kɛː˧
