orth,pron_no_tones
ទ្រទូង,trɔtuuŋ
ប្រលេះ,prɑleh
ជើងមេឃ,cəəŋ meek
ភោជនាគារ,pʰooceaʔniekie
គគ្រុក,kɔkruk
ជ្រួក,cruək
ព្យគ្ឃ,pyeak
សន្ទះ,sɑnteah
ឈាវ,cʰiev
សូរេច,soorac
រដឺន,rɔdəən
ក្រមម,krɑmɑɑm
កញ្ចោង,kaɲcaoŋ
ខ្ញៀវ,kɲiəv
ឪម៉ាល់,ʔǝv mal
ឥច្ឆា,ʔɨccʰaa
ប្រាត់,prat
ផ្លៀង,pliəŋ
មិច្ឆាចារ,mɨccʰaacaa
ស្លុក,slok
ទេពច្យុត,teepcaʔyot
សន្តោស,sɑndaoh
អង្គុលី,ʔɑŋkuʔlii
ល្អល្អាច់,lʔɑɑ-lʔac
បន្ថើរ,bɑntʰaə
ផ្គូ,pkuu
ក្ដៀប,kdiəp
ឧទរ,ʔuʔtɔɔ
បុព្វោ,boppoo
ឆ្អាប,cʔaap
ក្រញៅ,krɑɲav
មេរ័យ,meeray
អតិមូល,ʔaʔteʔmuul
ល្ហួត,lhuǝt
ត្បក,tbɑɑk
ចារិត,caaret
សិង,səŋ
សម្ទាយ,sɑmtiey
កណ្ដប,kɑndɑɑp
គំរក់,kumrʊək
ត្បុត,tbot
ថ្គោល,tkool
ផាសុក,pʰaasok
លំនាច,lumniec
សំពង់,sɑmpʊəŋ
ពុទ្ធោវាទ,puttʰoovaat
អសន្យាណូវិទ្យា,ʔaʔsɑnyaanoovityie
ប្របេះ,prɑbeh
ចង្អុលខ្មោច,cɑŋʔol kmaoc
នាមរូប,niemruup
ធម្មាធិការ,tʰoammietʰiʔkaa
នាងរង,nieŋ rɔɔŋ
វិវិត្ត,viʔvittaʔ
ហ៊ឹះ,hɨh
ចំនៀរ,cɑmniə
បាគោ,baa koo
ប្រជួស,prɑcuəh
ផ្កាប់ផ្ងារ,pkap pŋaa
បារគូ,baareaʔkuu
តេជានុភាព,teɛcienuʔpʰiep
ជែក,cɛɛk
អម្រា,ʔɑmraa
មូលបទ,muuleaʔbɑt
ទទ្រើក,tɔtrəək
ធម្មយុត្ត,tʰoammeaʔyut
ឆ្អេះ,cʔeh
មិគ,mɨk
ផ្ទញ់,ptʊəɲ
ភឹង,pʰɨŋ
អាជានេយ្យ,ʔaacieney
យោគិន,yookɨn
ឋបនីយ,tʰaʔpaʔnəy
ឥធលោក,ʔittʰeaʔlook
ខ្សុក,ksok
មេលំ,mee lum
ហែប,haep
កំហល់,kɑmhɑl
ជ្រហម,crɔhɔɔm
សន្មតិ,sɑnnǝmɑt
វិវិធ,viʔviʔtʰeaʔ
មគ៌ា,meaʔreaʔkie
ទ្រនល់,trɔnʊəl
ញ៉េះញ៉ោះ,ɲeh-ɲɑh
ម្ដា,mdaa
ទូទឹម,tuu tɨm
ស្នាច,snaac
សមីការ,saʔmiikaa
វិវឌ្ឍនៈ,viʔvoattʰeaʔneaʔ
អសនី,ʔaʔsaʔnii
អច្ឆរិយវត្ថុ,ʔaccʰaʔreyyeaʔvoattʰoʔ
ក្លាំ,klam
គ្រហរ,krɔhɔɔ
ក្រលុក,krɑlok
រំងក,rumŋɔɔk
គូលី,kuulii
ភ្ជល់,pcʊəl
អ៊ូញ,ʔuuɲ
ពិភាល់,piʔpʰoal
ឧបការ,ʔuʔpaʔkaa
មហោសថ,meaʔhaosaʔtʰaʔ
រមណី,reaʔmeaʔnii
ភ្ញីទៀន,pɲii tiən
តិកៈ,teʔkaʔ
រោយរៀវ,rooy-riəv
ទធាក់,tɔtʰeak
មុច្ឆា,muccʰaa
គឃរ,kɔkʰɔɔ
អន្តរធាន,ʔɑndɑɑ tʰien
រងល់,rɔŋɑl
មធុរស,meaʔtʰuʔrʊəh
ស្មរ,smɑɑ
ភ្លឹប,plɨp
មហាត,meaʔhaat
ច្រឡៃ,crɑlay
ញញាក់,ɲɔɲeak
ស្នួ,snuǝ
ចលន,caʔlaʔnaʔ
ស្រលៀង,srɑliəŋ
អន្ត,ʔɑntaʔ
ព្យាធិ៍,pyiet
សង្វាស,sɑŋvaah
ប្រោះព្រំ,prɑh-prum
ចណ្ឌ,can
ស្រិត,srǝt
ប៉ិក,pək
ណែវ,naev
ខ្ពាក,kpiek
ទ្រួស,truəh
ជជើល,cɔcəəl
ប៉ាហាំង,paahaŋ
ចតុស្តម្ភ,caʔtoʔsdɑm
ក្រមាច,krɑmaac
កម្មសិក្សាការី,kammeaʔsəksaakaarəy
ល្បប់,lbɑp
ភ្នង,pnɔɔŋ
អង្គេស,ʔɑŋkleeh
រញ៉ាំរញ៉ូវ,rɔɲam-rɔɲəv
ជៅ,cɨv
ស្អាប់,sʔap
ថ្កាប់,tkap
អភិលក្ខិតកាល,ʔaʔpʰiʔleakkʰeʔtaʔkaal
សុសាន,soʔsaan
រទីសរទាស,rɔtiih-rɔtieh
វិបរិត,viʔpaʔrǝt
សំណក,sɑmnɑɑk
ពាត,piet
បោសលាន,baoh lien
អាត្ម,ʔaatmaʔ
មំសំ,meaŋseaŋ
អុត,ʔot
ផ្ចុក,pcok
ឆ្លៀវ,cliəv
ដួន,duən
ត្រយង់,trɑyɑŋ
សង្ឃឹក,sɑŋkʰɨk
ឱត្តប្ប,ʔaottappaʔ
ទ្រេល,treel
លំចង់,lumcɑŋ
មហាតលិក,meaʔhaatlik
ដំងើច,dɑmŋaəc
អំបោស,ʔɑmbaoh
គិលាន,kiʔlien
ខក់,kʰɑk
ខ្វើក,kvaək
ចង្អូរ,cɑŋʔoo
ស្រិច ៗ,srǝc-srǝc
ទន្លា,tʊənlie
រតោង,rɔtaoŋ
នឿក,nɨək
ពេជ្ឈឃាត,pɨccʰeaʔkʰiet
សម្រុត,sɑmrot
សម្ភី,sɑmpʰii
សុមនា,soʔmaʔnie
ប៉ឺតប៉ោង,pəət-paoŋ
បញ្ឆុក,bɑɲcʰok
ធម្មបទដ្ឋកថា,tʰoammeaʔpaʔtoattʰaʔkaʔtʰaa
បន្ទុំ,bɑntum
ភ្លា,plie
កំប្រុក,kɑmprok
ភ្លឹបភ្លែត,plɨp-plɛɛt
ឧបវាទ,ʔuʔpaʔviet
សៃយ,say
ទេត្យ,tɛɛt
ថួន,tʰuən
ខ្ពុរមាត់,kʰpul moat
ឆ្ពុង,cpuŋ
ធ្លុញ,tluɲ
គំលាន,kumlien
មិច្ឆា,mɨccʰaa
ប្រួម,pruəm
រពាយ,rɔpiey
ប្លប់,plɑp
ច្រឡោងខាម,crɑlaoŋ kʰaam
ត្រុំ,trom
ប្រាការ,praakaa
ត្រេង,treɛŋ
រសិក,reaʔseʔkaʔ
សេនាសនៈ,seɛnaasaʔnaʔ
ខ្វក,kvɑɑk
ខយ,kʰaʔyaʔ
រជើប,rɔcəəp
អនុស័យ,ʔaʔnuʔsay
អនេកអនន្ត,ʔaʔnaek-ʔaʔnɑn
គគាត,kɔkiet
សស្រាញ់,sɑsraɲ
និវេទន៍,niʔveet
ឧទាហរណ,ʔuʔtiehɑɑ
រមូរ,rɔmuu
ស្រស,srɑɑh
ទុព្ភិក្ខភ័យ,tuppʰikkʰaʔpʰey
គង្គាន,kʊəŋkien
ចំទែង,cɑmtɛɛŋ
ឆាល់,cʰal
ជ្រក់ជ្រេញ,crʊək-crɨɲ
ខ្វិល,kvəl
អគ្គបុគ្គល,ʔakkeaʔbokkɔǝl
ពំនោល,pumnool
សម្ភោជ,sɑmpʰooc
កំលា,kɑmlaa
ជលធី,ceaʔleaʔtʰii
បំផុង,bɑmpʰoŋ
ពិជិតមារ,piʔciʔtaʔmie
លែះ,leh
រញិករញុក,rɔɲək-rɔɲok
យុក,yuk
នក្ខត្ត,neakkʰat
យុគន្ធរ,yuʔkʊəntʰoa
ពាហា,piehaa
ត្រលុច,trɑloc
ជ្រឹង,crɨŋ
ចំអេង,cɑmʔeɛŋ
គ្រជីវ,krɔciiv
តម្ពែក,tɑmpɛɛk
ស្រងៅ,srɑŋav
ពោប,poop
វគ្គន្ត,veakkoantaʔ
ទីពោ,tii poo
ស៊ុបទ្រុប,sup-trup
ស្ងាវ,sŋaav
ឱត,ʔaot
ប្រិតប្រៀន,prət priən
ជលាល័យ,ceaʔlieley
មមាល,mɔmiel
ឈ្នក់,cnʊək
សង់ខ្យា,sɑŋ kyaa
ឃ្មាតខ្មី,kmiet-kməy
ចំទាំង,cɑmteaŋ
កំរាល,kɑmraal
ស្ងើន,sŋaǝn
វិភង្គ,viʔpʰeaŋkeaʔ
កល្បាវសាន,kɑlpaaveaʔsaan
កម្មន្តសាល,kammantaʔsaal
កាមាវចរ,kaamaaveaʔcɑɑ
វ៉ក,vɑɑk
ពិសាល,piʔsaal
ឆ្លូក,clook
និតិសាស្ត្រ,niʔteʔsaah
ទីទុយ,tiituy
សង្កើច,sɑŋkaəc
សមន្តរាជ,saʔmɑntaʔriec
សេទោ,seɛtoo
បន្ទារ,bɑntie
អនន្តគុណ,ʔaʔnɑntaʔkun
ហ៊ុត,hut
អាមក,ʔaameaʔkaʔ
បញ្ញើក្អែក,bɑɲɲaə kʔaek
ថ្មារ,tmaa
ឧបាទាន,ʔuʔpaatien
កំពីងពួយ,kɑmpiiŋ puəy
សម្រេង,sɑmreɛŋ
ស្តោក,staok
យូយ,yuuy
ប៉ប្រះ,pɑprah
ផ្អោប,pʔaop
ស្លង់,slaŋ
ឃ្លៀច,kliəc
អឃោសៈ,ʔaʔkʰoosaʔ
ពាទ្យ,piet
បច្ចាមិត្ត,paccaamɨt
នរនាថ,neaʔreaʔniet
រាជោវាទ,riecooviet
បញ្ញាភា,paɲɲaapʰie
ទុក្ខំ,tukkʰaŋ
វេរម្ភវាត,veeroampʰeaʔviet
អនុប្រធានសមាគម,ʔaʔnuʔprɑtʰiensaʔmaakum
បូជនិយកិច្ច,pooceaʔniiyeaʔkəc
យាំង,yeaŋ
ចំរឹង,cɑmrəŋ
ឫទ្ធា,rɨttʰie
មហាវិហារ,meaʔhaaviʔhie
ព្យូហ៍,pyuu
ជដិល,ceaʔdel
អាក្រោស,ʔaakraoh
តោះតើយ,tɑh-taəy
យ៉ើ,yaə
បន្ទច់,bɑntʊəc
ឆ្វាត់ឆ្វែង,cvat-cvaeŋ
ទន្ទប,tʊəntɔɔp
ឫសដូង,rɨh dooŋ
ស្នុំ,snom
សញ្ញាប័ណ្ណ,saɲɲaaban
រត្តិចរ,roatteʔcɑɑ
ស្ទឹម,stɨm
សេវកៈ,seɛvaʔkaʔ
ផ្គួប,pkuəp
គគាច,kɔkiec
ទៀងត្រង់,tiəŋ trɑŋ
ឃូរ,kʰuu
អត្តពលិក,ʔattaʔpɔǝllik
អត្តទត្ថ,ʔattaʔtoattʰaʔ
តុណ្ហីភាព,tonhəypʰiep
ប្រដាក់,prɑdak
ចាក់ក្រឡេក,cak krɑleɛk
មូទូ,muu-tuu
បរម្បរា,paʔrampaʔraa
អយស្ម័យយាន,ʔaʔyeaʔsmayyien
ថ្ពក់,tpʊək
ឡេះឡះ,leh-lah
ជំរុះ,cumruh
ផួង,pʰuəŋ
ឆ្មៀង,cmiəŋ
ភក្សា,pʰeaksaa
ប្រគរ,prɑkɔɔ
អក្ខរៈ,ʔakkʰaʔraʔ
ស្រោក,sraok
តតិយជន,taʔteyyeaʔcʊən
ឆ្លៀវឆ្លាត,cliəv-claat
ដោរ,dao
កំបង់,kɑmbɑŋ
សំអុយ,sɑmʔoy
បិតុច្ឆា,peʔtoccʰaa
ពិសុទ្ធ,piʔsot
ទិវាចរ,tiʔviecɑɑ
ពោធិសម្ភារ,poosɑmpʰie
អសត្យ,ʔaʔsat
កំព្រឹង,kɑmprɨŋ
បំពោរ,bɑmpoo
ត្រសុស,trɑsoh
ពព្រូស,pɔpruuh
អនុស្សាវនា,ʔaʔnuhsaavaʔnaa
រប៉េះរប៉ោះ,rɔpeh-rɔpɑh
រពីង,rɔpiiŋ
អុះ,ʔoh
លិញ,lɨɲ
ឆាយាលក្ស,cʰaayaaleak
ក្លាក់,klak
ត្រចៀកកាំ,trɑciək kam
ទុក្ករកម្ម,tukkaʔraʔkam
សម្លាក,sɑmlaak
យីកេ,yii keɛ
ខន់,kʰɑn
ទេវទត្ត,teeveaʔtoat
រហៀង,rɔhiəŋ
ច្រាវ,craav
ព្រួល,pruəl
កំអួត,kɑmʔuət
មហានទី,meaʔhaanɔtii
បង្អក,bɑŋʔɑɑk
ភ្លយ,plɔɔy
ជ្រិះ,crih
សាវឡឹក,saav lək
ជ្រេញ,crɨɲ
អត្តៈ,ʔattaʔ
អាវុសោ,ʔaavuʔsao
រហើត,rɔhaət
កន្តុប,kɑntop
ប៉ាឆា,paacʰaa
កន្ថោក,kɑntʰaok
អេក,ʔeɛk
សើន,saǝn
ពុទ្ធបដិមា,puttʰeaʔpaʔdeʔmaa
ក្រឡិត,krɑlət
ក្រមី,krɑməy
អំពើកម្ម,ʔampǝǝ kam
កាចា,kaacaa
កញ្ឆៀវ,kɑɲcʰiəv
ប្រញាយ,prɑɲaay
សង៉ា,saʔŋaa
វ័ធ,voat
បរិបថ,paʔreʔbɑt
វញ្ច,vaɲcaʔ
លួម,luǝm
ច្រង់,crɑŋ
ស្នាប់,snap
គ្រលែង,krɔlɛɛŋ
ត្រងាល,trɑŋaal
ព្រហូត,prɔhuut
សង្ការ,sɑŋkaa
សម្បាច់,sɑmbac
ថ្វាង,tvaaŋ
មច្ចុ,maccoʔ
ប្រឹស្ឋ,prəh
ពង្រូល,pʊəŋruul
កន្លើត,kɑnlaət
សហ័ស,saʔhah
សំយាក,sɑmyaak
សុញ,soɲ
ស្លប,slaap
ក្រឡោ,krɑlao
ញ៉ឹង,ɲəŋ
ចាគៈ,caakeaʔ
ល្បក់,lbɑk
ផ្នូក,pnook
សន្លឹង,sɑnləŋ
បំព្រំ,bɑmprum
ស្រាស់,srah
អន្លង,ʔɑnlɔɔŋ
ក្រសារ,krɑsaa
របាញ,rɔbaaɲ
អន្តរប្បញ្ញតិ,ʔɑntaʔrappaɲɲat
កន្ធាត់,kɑntʰoat
ប្រឈ្លោះ,prɑclʊəh
ក្ង,kŋɑɑ
គូក,kuuk
ទទា,tɔtie
រនះ,rɔneah
ធម្មជាត,tʰoammeaʔciet
និវាស,niʔvieh
អន្តររដ្ឋាភិបាល,ʔɑntaʔraʔroattʰaapʰiʔbaal
បដិការ,paʔdeʔkaareaʔ
រសូវ,rɔsəv
បោង,baoŋ
អប្បលក្ខណ៍,ʔappaʔleak
អំពិលអំពែក,ʔampɨl-ʔɑmpɛɛk
សមគ្គ,saʔmakkeaʔ
យុត្តិការ,yutteʔkaa
កុងស៊ី,koŋ sii
ខាន់ខៅ,kʰan kʰav
ត្រងិល,trɑŋəl
បាក់សាច់,bak sac
លញ្ច,laɲcaʔ
ដន្ត្រី,dɑntrəy
ប្រឡាក់ប្រឡូស,prɑlak-prɑlooh
ផោដ្ឋព្វៈ,pʰaottʰappeaʔ
កថាមុខ,kaʔtʰaamuk
សម្រួច,sɑmruǝc
ហត្ថពល,hattʰaʔpɔǝl
បង្អូន,bɑŋʔoon
ស្រពាប,srɑpiep
ស្លាត្រួយ,slaa truǝy
សម្រាស់,sɑmrah
អនុបាល,ʔaʔnuʔbaal
បបុស,bɑboh
ក្លន,klɑɑn
សំណោក,sɑmnaok
ទ្រនូល,trɔnuul
បដិញាណ,paʔdeʔɲien
អង្កោល,ʔɑŋkaol
លសិកា,leaʔseʔkaa
អាល័យតែ,ʔaalay tae
បណ្ណារក្ស,bannaareak
ប៉ផ្ដិត,pɑpdəət
ត្រៃបិតក,traybəydɑk
ទុគ្គតិ,tukkeaʔteʔ
អាញត្តិ,ʔaaɲat
កំភូត,kɑmpʰuut
ចំណោត,cɑmnaot
ននះ,nɔneah
រងាន់,rɔŋoan
ទ្រនង់,trɔnʊəŋ
សុវិចិត្រ,soʔviʔcət
រង្កៀក,rʊəŋkiək
គិលានុបដ្ឋាយិកា,kiʔlienuʔpattʰaayiʔkaa
សម្ញេញ,sɑmɲɨɲ
ទូទ័រ,tuu toa
បារៀន,baariən
ស្ញោរ,sɲao
កថាខ័ណ្ឌ,kaʔtʰaakʰan
ព្រួក,pruək
ក្រញឹង,krɑɲɨŋ
អសប្បុរស,ʔaʔsɑpboʔrɑh
គំរាំង,kumreaŋ
ល្ហក់,lhɑk
សំយេះ,sɑmyeh
ពហុបច្ចេកទេស,peaʔhuʔpacceɛkaʔteeh
បង្ហុយ,bɑŋhoy
មណ្ឌប,mʊəndɑp
ចណ្ឌាល,candiel
រំលេម,rumleem
កំពាង,kɑmpieŋ
រលម,rɔlɔɔm
ប្រីតា,prəytaa
អនេកប្បការ,ʔaʔnaekpaʔkaa
ត្រស់,trɑh
ក្រង់,krɑŋ
ពាជី,piecii
ខ្វោក,kvaok
បុញ្ញានុភាព,boɲɲaanuʔpʰiep
ចំទួយ,cɑmtuəy
វិភាព,viʔpʰiep
ខិង,kʰəŋ
និគ្រោធ,niʔkroot
បដិកូល,paʔdeʔkool
ច្រហោង,crɑhaoŋ
អធន,ʔaʔtʰeaʔneaʔ
ជ្រនីក,crɔniik
សង្គមូបនីយកម្ម,sɑŋkeaʔmuupaʔniiyeaʔkam
វនស្បតិ,veaʔnoahspaʔteʔ
ស្ទើត,stǝǝt
គេហកិច្ច,keehaʔkəc
ឈ្លៀស,cliəh
កញ្ចុំ,kɑɲcom
ស្កុន,skon
ឆ្កឹង,ckəŋ
ឱហាត,ʔaohaat
បុប្ផាជាតិ,boppʰaʔciet
ហិង្គុល,hǝŋkul
សាហ័ស,saahah
ប្រិច,prəc
សម្រែ,sɑmrae
គគឹក,kɔkɨk
លហុភណ្ឌ,leaʔhuʔPhoan
អវមាន,ʔaʔveaʔmien
គោង,kooŋ
ផ្ងំ,pŋɑm
បុញ្ញ,boɲɲaʔ
ប្រយូរ,prɑyuu
ឥស្សរិយ,ʔihsaʔriʔyeaʔ
មនោរថ,meaʔnoorʊət
អសាធារណៈ,ʔaʔsaatʰiereaʔnaʔ
នាគេន្ទ្រ,niekeen
ស្លេវ,sleɛv
កង្កួញ,kɑŋkuǝɲ
កខុប,kɑkʰop
ប្រជ្រុយ,prɑcruy
យាមា,yiemie
សុណិសា,soʔneʔsaa
ល្ហាច,lhaac
គ្រលួច,krɔluəc
អធិការបតី,ʔaʔtʰiʔkaapaʔtǝy
ស្រឡឺកឺ,srɑləə kəə
ឥទ្ធានុភាព,ʔettʰienuʔpʰiep
អភិណ្ហ,ʔaʔpʰinhaʔ
ស្ពៅ,spɨv
ប្រភាស,prɑpʰieh
ឆ្មូល,cmool
កន្តែរ៉ែ,kɑntae rae
ចូឡាមណី,coolaameaʔnii
ខោក,kʰaok
ស្រមើង,srɑmaəŋ
ដលោក,dɑɑlook
យ៉ាដាំ,yaadam
ទុក្កដ,tukkɑt
ប្លូច,plooc
វិសុទ្ធមគ្គ,viʔsottʰiʔmeak
សមណគោតម,saʔmaʔnaʔkootaʔmaʔ
របាល,rɔbaal
សកទាគាមិ,saʔkaʔtiekiemiʔ
ណូរី,noorii
រដ្ឋបុរស,roattʰaʔboʔrɑh
ឧសា,ʔuʔsaa
ឧភតោ,ʔuʔpʰeaʔtao
ស្មសាន,smaʔsaan
កុឡា,koʔlaa
រស្ស,roahsaʔ
ផ្ដែផ្ដាំ,pdae-pdam
វិមតិ,viʔmeaʔteʔ
សន្ធ្យា,sɑntyaa
ម៉ូក,mook
វិធិ,viʔtʰiʔ
យោនី,yoonii
បង្កើច,bɑŋkaəc
ស្មេញ,smǝɲ
កំរើប,kɑmraəp
ទន្ទាំ,tʊəntoam
តក្កវិជ្ជា,takkaʔvɨccie
អវគ្គ,ʔaʔveak
ស្បិត,sbǝt
បព្វាជនីយកម្ម,bappieceaʔniiyeaʔkam
បង្គរ,bɑŋkɔɔ
អំបូង,ɑmbooŋ
ចំហៀវ,cɑmhiəv
បាចា,paacaa
ក្រខ្វក់,krɑkvɑk
ហិចហើរ,hǝc-haǝ
ប្រព្រឹត្តិការណ៍,prɑprɨtteʔkaa
ជំនឿន,cumnɨən
ស្មេ,smeɛ
ទង្គុក,tʊəŋkuk
កាមកិលេស,kaamkeʔleɛh
មាសស្ងួន,mieh sŋuən
បរិសា,bɑɑreʔsaa
រល់,rʊəl
ព្រហ្មគីតិ,preaʔmeaʔkiiteʔ
គគ្រឹម,kɔkrɨm
ជិវ្ហា,civ(a)haa
ជលយាន,ceaʔleaʔyien
តយង៉យ,tɑɑy-ŋɑɑy
អញ្ញាត,ʔaɲɲaataʔ
អាចម,ʔaacɑm
កល្យាណី,kɑlyaanəy
ភារត,pʰiereaʔtaʔ
បត្យាប័ន,patyaaban
យុវរាជ,yuʔveaʔriec
ព្រល,prɔɔl
រាមសូរ,riemsoo
ខ្នប់,knɑp
វិសមិត,viʔsaʔmit
អតិសុខុមប្រាណ,ʔaʔteʔsoʔkʰompraah
ផរុស,pʰaʔruʔsaʔ
ក្រសាវ,krɑsaav
បាយាប,baa yaap
ត្រឡុង,trɑloŋ
ថ្និតថ្នម,tnət-tnɑɑm
ប្រមង់,prɑmɑŋ
ឧច្ចារៈ,ʔuccaaraʔ
ក្លាស់,klah
ជើងទាន,cəəŋ tien
ថុច,tʰoc
ចង្គ្រាង,cɑŋkrieŋ
ខុយ,kʰoy
ប្រួញ,pruəɲ
បាយឡុកបាយឡ,baay lok-baay lɑɑ
ទទ្រាក់,tɔtreak
សម្លូត,sɑmloot
រលឿ,rɔlɨə
ខាប,kʰaap
កតញ្ញូតា,kaʔtaɲɲuʔtaa
ណិល,nəl
មេទោ,meetoo
ភិម,pʰim
អមច្ចា,ʔaʔmaccaa
ប្រចុប,prɑcop
ជ្រលួស,crɔluəh
ត្របោម,trɑbaom
ស្មាធិ៍,smaat
គន់គូរ,kʊən kuu
អធោ,ʔaʔtʰoo
ឆ្កាង,ckaaŋ
ទទើសទទែង,tɔtəəh-tɔtɛɛŋ
ល្អាន,lʔaan
បន្សារ,bɑnsaa
បញ្ចើច,bɑɲcaəc
ទុក្ករកិរិយា,tukkaʔraʔkeʔreʔyaa
និក្ខេប,nikkʰeɛp
ត្រថុក,trɑtʰok
ងងឹតងងល់,ŋɔŋɨt-ŋɔŋʊəl
ម្រាក់,mreak
ចត្វា,catvaa
លៀវ,liǝv
ជ្រង់,crʊəŋ
ប្រខាំ,prɑkʰam
បញ្ជាប់,bɑɲcoap
ធម្មានុរូប,tʰoammienuʔruup
បង្កើល,bɑŋkaəl
ក្បំ,kbɑm
មីកា,miikaa
និរទុក្ខ,niʔreaʔtuk
អន្ទោក,ʔɑntook
បំផាយ,bɑmpʰaay
គរហា,kɔɔhie
ជំនា,cumnie
ច្រុង,croŋ
ក្រឡាស់,krɑlah
សកាយទិដ្ឋិ,sạʔkaayaʔtittʰeʔ
ការុញ្ញភាព,kaaroɲɲaʔpʰiep
សស្លើត,sɑslaət
ងាំង,ŋeaŋ
រាគតណ្ហា,riektɑnhaa
ភិយ្យោភាព,pʰiiyoopʰiep
អៃរ៉ា,ʔay raa
ងោង,ŋooŋ
វិប្បយោគ,vippaʔyook
ប៉ប្រុន,pɑpron
រង្វាល់,rʊəŋvoal
មុប,mup
អណ្ដឺតអណ្ដក,ʔɑndǝǝt-ʔɑndɑɑk
ត្រដាច,trɑdaac
ពិសាខបូជា,piʔsaak boocie
រអុច,rɔʔoc
មាតុគ្រាម,mietoʔkriem
សង្គតិ,sɑŋkeaʔteʔ
សក្យ,saʔkyaʔ
ទ្រមម,trɔmɔɔm
ចុល្លសករាជ,collaʔsaʔkaʔraac
របើស,rɔbaəh
គំលង់,kumlʊəŋ
ង៉ាវ,ŋaav
អូច ៗ,ʔooc-ʔooc
អគ្គិ,ʔakkiʔ
សមត្ត,saʔmat
ចីរកាល,ceɛkaal
លំនាំដើម,lumnoam daǝm
បង្ហែ,bɑŋhae
សកុណជាតិ,saʔkoʔnaʔciet
រតោក,rɔtaok
ទក្ខិណាព័ត៌,teakkʰeʔnaapoa
មោរ៉ា,mooraa
សញ្ច័យ,saɲcay
ឆោង,cʰaoŋ
ផ្ទាន់,ptoan
សុរិយេ,soʔriʔyee
ឆ្នែង,cnaeŋ
ផ្អូក,pʔook
អបលោក,ʔaʔpaʔlaok
បច្ចន្តគ្រាម,paccantaʔkriem
ជញ្ជាប់,cʊəɲcoap
ដៃស្វា,day svaa
ភីង,pʰiiŋ
ប្រតោង,prɑtaoŋ
វិវាហៈ,viʔviehaʔ
បុញ្ញរាសី,boɲɲaʔriesəy
ទ្រាល,triel
ល្អិតល្អោច,lʔǝt-lʔaoc
រំពើន,rumpəən
ចំរាស,cɑmraah
ពិចិត្រ,piʔcət
បរិបាល,bɑɑreʔbaal
ជំនួយស្មារតី,cumnuəy smaadəy
ឈើគូស,cʰəə kuuh
ទិសានុទិស,tɨhsaanuʔtɨh
មហាឥសី,meaʔhaaʔəysəy
សំប៉ាត,sɑmpaat
ជិនស្រី,ciʔneaʔsrəy
ម្រេញ,mrɨɲ
វេទយិត,veeteaʔyit
សណ្ដង់,sɑndɑŋ
បរិវត្តន៍,bɑɑreʔvoat
អកាល,ʔaʔkaal
ខ្ទើត,ktəət
ការន្ត,kaaroan
បរិវិតក្ក,paʔreʔviʔtaʔkaʔ
ផែង,pʰaeŋ
គន្ធរស,koantʰeaʔrʊəh
ទទោក,tɔtook
ទិព្វវិមាន,tippeaʔviʔmien
