orth,pron_no_tones,pron_with_tones
ນ້ຳກ້ຽງ,namkiaːŋ,nam˥˨kiaːŋ˥˨
ການເຮືອນ,kaːnhɯːə̯n,kaːnhɯːə̯n˧˥
ມີຫນ້າມີຕາ,miːnaːmiːtaː,miː˧˥naː˧˩miː˧˥taː
ມີພິດ,miːpʰit,miː˧˥pʰit˧
ລິເກ,likeː,li˧keː
ກ້ານບົວ,kaːnbuaː,kaːn˥˨buaː
ພຶ່ງ,pʰɯŋ,pʰɯŋ˧
ໂທບ,tʰoːp,tʰoːp˥˨
ຂີ້ງອນ,kʰiːŋɔːn,kʰiː˧˩ŋɔːn˧˥
ລິ້ວ,liw,liw˥˨
ຫ້ວງ,huaːŋ,huaːŋ˧˩
ເອຶ້ອ,ɯːə̯,ɯːə̯˥˨
ພໍໄປເຖິງ,pʰɔːpajtʰəŋ,pʰɔː˧˥pajtʰəŋ˩˧
ລຶງ,liːŋlaːj,liːŋ˧˥laːj˧˥
ພາໂລ,pʰaːloː,pʰaː˧˥loː˧˥
ຢ່າງຮາບຄາບ,jaːŋhaːpkʰaːp,jaːŋ˧haːp˥˨kʰaːp˥˨
ກິນແຫນງ,kinnɛːŋ,kinnɛːŋ˩˧
ເປັ້ຽ,piaː,piaː˥˨
ອຸບປະໂພກ,uppapʰoːk,up˧˥pa˧˥pʰoːk˥˨
ດາກ,daːk,daːk˧˩
ພັດສະດາ,pʰatsadaː,pʰat˧sa˧˥daː
ຂັກ,kʰak,kʰak˧˥
ວີສະ,wiːsa,wiː˧˥sa˧˥
ພະໂພທິສັດ,pʰapʰoːtʰisat,pʰa˧pʰoː˧˥tʰi˧sat˧˥
ສຸດແຕ່,suttɛː,sut˧˥tɛː˧
ບາຕ,buaːt,buaːt˧˩
ສັນທະນະ,santʰana,san˩˧tʰa˧na˧
ກຳສວນ,kamsuaːn,kamsuaːn˩˧
ການແຊກແຊງ,kaːnsɛːksɛːŋ,kaːnsɛːk˥˨sɛːŋ˥˨
ເມັງ,meŋ,meŋ˧˥
ຂັນຕໍ່,kʰantɔː,kʰan˩˧tɔː˧
ຍໍ້,ɲɔː,ɲɔː˥˨
ໂລປະ,loːpa,loː˧˥pa˧˥
ວິ່ງ,wiŋ,wiŋ˧
ຫີ,hiː,hiː˩˧
ທະວານ,tʰawaːn,tʰa˧waːn˧˥
ຈວງ,t͡ɕuaːŋ,t͡ɕuaːŋ
ຄົນໂລບ,kʰonloːp,kʰon˧˥loːp˥˨
ພາກພູມ,pʰaːkpʰuːm,pʰaːk˥˨pʰuːm˧˥
ເຄື່ອງບູຊາ,kʰɯːə̯ŋbuːsaː,kʰɯːə̯ŋ˧buːsaː˧˥
ຄວາມລຳຄານ,kʰwaːmlamkʰaːn,kʰwaːm˧˥lam˧˥kʰaːn˧˥
ບຸຣິ,buri,bu˧˥ri˧
ແຂ,kʰɛː,kʰɛː˩˧
ຄົນເຝົ້າປະຕູ,kʰonfaopatuː,kʰon˧˥fao˧˩pa˧˥tuː
ຕ້ອງຕິ,tɔːŋti,tɔːŋ˥˨ti˧˥
ປໂຍກ,paɲoːk,pa˧˥ɲoːk˧˩
ຫວດ,huaːt,huaːt˧˩
ຂ້າອອກ,kʰaːɔːk,kʰaː˧˩ɔːk˧˩
ສຳຣານ,samhaːn,sam˩˧haːn˧˥
ຄຳຫາ,kʰamhaː,kʰam˧˥haː˩˧
ປ່ອຽ,pɔːj,pɔːj˧
ພິພາກ,pʰipʰaːk,pʰi˧pʰaːk˥˨
ນາໂຖ,naːtʰoː,naː˧˥tʰoː˩˧
ຊໍ້,sɔː,sɔː˥˨
ໂວຫານ,woːhaːn,woː˧˥haːn˩˧
ໃຫ້ໂທດ,hajtʰoːt,haj˧˩tʰoːt˥˨
ພໍໄດ້ຍິນສຽງ,pʰɔːdajɲinsiaːŋ,pʰɔː˧˥daj˥˨ɲin˧˥siaːŋ˩˧
ອັບປະຍົດ,appaɲot,ap˧˥pa˧˥ɲot˧
ຂ້ວມ,kʰiaːm,kʰiaːm˩˧
ຫົວຊາ,huaːsaː,huaː˩˧saː˧˥
ຄະນິດ,kʰanit,kʰa˧nit˧
ຄວາມຄຸ້ມຄອງ,kʰwaːmkʰumkʰɔːŋ,kʰwaːm˧˥kʰum˥˨kʰɔːŋ˧˥
ເນົາວະ,naowa,nao˧˥wa˧
ຍິກ,ɲik,ɲik˧
ຫົວບູຮານ,huaːbuːhaːn,huaː˩˧buːhaːn˧˥
ຖາປະນາ,tʰaːpanaː,tʰaː˩˧pa˧˥naː˧˥
ພະມະຫາ,pʰamahaː,pʰa˧ma˧haː˩˧
ປຶ,pi,pi˧˥
ການເກັບພາສີອາກອນ,kaːnkeppʰaːsiːaːkɔːn,kaːnkep˧˥pʰaː˧˥siː˩˧aːkɔːn
ຜອມ,pʰɔːm,pʰɔːm˩˧
ທີຄະ,tʰiːkʰa,tʰiː˧˥kʰa˧
ອັ້ນ,an,an˥˨
ລ້າງບາບ,laːŋbaːp,laːŋ˥˨baːp˧˩
ກະດໍ້,kadɔː,ka˧˥dɔː˧˥
ແຢ່ງ,jɛːŋ,jɛːŋ˧
ປຸ້ນ,pun,pun˥˨
ພິພັດ,pʰipʰat,pʰi˧pʰat˧
ຈຸລາມະນີ,t͡ɕulaːmaniː,t͡ɕu˧˥laː˧˥ma˧niː˧˥
ລູກອັນທະ,luːkantʰa,luːk˥˨antʰa˧
ອະມອນ,amɔːn,a˧˥mɔːn˧˥
ອະນຸຊົນ,anuson,a˧˥nu˧son˧˥
ເທສນາ,tʰeːtsanaː,tʰeːt˥˨sa˧˥naː˩˧
ມຶກ,mɯk,mɯk˧
ການ້ຳ,kaːnam,kaːnam˥˨
ຕຳລຶງ,tamlɯŋ,tamlɯŋ˧˥
ກະດຸ້ງ,kaduŋ,ka˧˥duŋ˥˨
ງາດ,ŋaːt,ŋaːt˧˥
ຄວາມຊອບ,kʰwaːmsɔːp,kʰwaːm˧˥sɔːp˥˨
ຝີປາກ,fiːpaːk,fiː˩˧paːk˧˩
ຫົວເຣື່ອງ,huaːrɯːə̯ŋ,huaː˩˧rɯːə̯ŋ˧
ຮວກ,huaːk,huaːk˥˨
ພະບຸດ,pʰabut,pʰa˧but˧˥
ອຶດນອນ,ɯtnɔːn,ɯt˧˥nɔːn˧˥
ອາທິ,aːtʰi,aːtʰi˧
ຄົນແປກຫນ້າ,kʰonpɛːknaː,kʰon˧˥pɛːk˧˩naː˧˩
ຍານີ,ɲaːniː,ɲaː˧˥niː˧˥
ນອນກິນ,nɔːnkin,nɔːn˧˥kin
ສີດາ,siːdaː,siː˩˧daː
ເພົາ,pʰao,pʰao˧˥
ຖາກຖາງ,tʰaːktʰaːŋ,tʰaːk˧˩tʰaːŋ˩˧
ປິຍະ,piɲa,pi˧˥ɲa˧
ພາຣະຕະ,pʰaːrata,pʰaː˧˥ra˧ta˧˥
ວັນນະໂຣກ,wannaroːk,wan˧˥na˧roːk˥˨
ມາລະກາ,maːlakaː,maː˧˥la˧kaː
ຮັບໄຊ້,hapsaj,hap˧saj˥˨
ສັນດານ,sandaːn,san˩˧daːn
ຂວ້າງ,kʰwaːŋ,kʰwaːŋ˧˩
ບົວຣະບັດ,buarabat,buara˧bat˧˥
ທຽງ,tʰiːaŋ,tʰiːaŋ˧˥
ຊົດເຊີຽ,sotsəːj,sot˧səːj˧˥
ຂອງທີ່ໄດ້ມາ,kʰɔːŋtʰiːdajmaː,kʰɔːŋ˩˧tʰiː˧daj˥˨maː˧˥
ຄົມມະນາ,kʰommanaː,kʰom˧˥ma˧naː˧˥
ກະຣະນີ,karaniː,ka˧˥ra˥˨niː˧˥
ກໍ່ມິດ,kɔːmit,kɔː˧mit˧
ພິພາດ,pʰipʰaːt,pʰi˧pʰaːt˥˨
ກິ້ນ,kin,kin
ຈັບຈິດຈັບໃຈ,t͡ɕapt͡ɕitt͡ɕapt͡ɕaj,t͡ɕap˧˥t͡ɕit˧˥t͡ɕap˧˥t͡ɕaj
ຜູ້ຮອງ,pʰuːhɔːŋ,pʰuː˧˩hɔːŋ˧˥
ຫງິກ,ŋik,ŋik˧˥
ອະດຸນ,adun,a˧˥dun
ໂອບອ້ອມ,oːpɔːm,oːp˧˩ɔːm˥˨
ສາຣະພາບ,saːrapʰaːp,saː˩˧ra˧pʰaːp˥˨
ຍາຕິ,ɲaːti,ɲaːti˧˥
ສຸກອນ,sukɔːn,su˧˥kɔːn
ໂພ່ງ,pʰoːŋ,pʰoːŋ˧
ກວັກ,kwak,kwak˧˥
ຕຣັດ,tapʰoːn,ta˧˥pʰoːn˧˥
ປົມ,pom,pom
ເທພີ,tʰeːpʰaː,tʰeː˧˥pʰaː˧˥
ທວນລົມ,tʰuaːnlom,tʰuaːn˧˥lom˧˥
ສົ່ງອາວຸດ,soŋaːwut,soŋ˧aːwut˧
ມໍຣະກົດ,mɔːrakot,mɔː˧˥ra˧kot˧˥
ຢູ່ພີ້,juːpʰiː,juː˧pʰiː˥˨
ແກວ,kɛːw,kɛːw
ເຂົ້າມັນ,kʰaoman,kʰao˧˩man˧˥
ຫລອດສຽງ,lɔːtsiaːŋ,lɔːt˧˩siaːŋ˩˧
ປະດາ,padaː,pa˧˥daː
ໂທສ,tʰuaːŋ,tʰuaːŋ˥˨
ນິຄ,nɔːkhiːt,nɔːk˥˨hiːt˥˨
ຄຸມເຄືອ,kʰumkʰɯːə̯,kʰum˧˥kʰɯːə̯˧˥
ຊີວັງ,siːwaŋ,siː˧˥waŋ˧˥
ມີຣົດ,miːrot,miː˧˥rot˧
ມຸດມອດ,mutmɔːt,mut˧mɔːt˥˨
ຂີ້ນົກ,kʰiːnok,kʰiː˧˩nok˧
ກະເບົາ,kabao,ka˧˥bao
ກະຈັດ,kat͡ɕat,ka˧˥t͡ɕat˧˥
ສ່ວນໂຄ້ງ,suaːnkʰoːŋ,suaːn˧kʰoːŋ˥˨
ອັນຊະລີ,ansaliː,ansa˧liː˧˥
ອັງກໍວັດ,aŋkɔːwat,aŋkɔːwat˧
ດຶບ,dɯp,dɯp˧˥
ມະລາຢູ,malaːjuː,ma˧laː˧˥juː
ບໍ່ລຳອຽງ,bɔːlamiaːŋ,bɔː˧lam˧˥iaːŋ
ໄດ້ມູນ,dajmuːn,daj˥˨muːn˧˥
ຜາຕັ້ງ,pʰaːtaŋ,pʰaː˩˧taŋ˥˨
ກະຈາ,kat͡ɕaː,kat͡ɕaː
ແຈວ,t͡ɕɛːw,t͡ɕɛːw
ຊາຕະ,saːta,saː˧˥ta
ໂຄຣົບ,kʰoːrop,kʰoː˧˥rop˧
ເບັຽ,biaː,biaː
ໃຫ້ກ້ຽງ,hajkiaːŋ,haj˧˩kiaːŋ˥˨
ເສັຽໃຈ,siaːt͡ɕaj,siaː˩˧t͡ɕaj
ວ້ຳ,wam,wam˥˨
ສະທ້ານ,satʰaːn,sa˧˥tʰaːn˥˨
ບຸຕ,buaːt,buaːt˧˩
ຄວາມບາກບັ່ນ,kʰwaːmbaːkban,kʰwaːm˧˥baːk˧˩ban˧
ລ້າງຮູບ,laːŋhuːp,laːŋ˥˨huːp˥˨
ກຸ່ນໆ,kunkun,kun˧kun˧
ອົນ,on,on
ສາຣັດ,saːrat,saː˩˧rat˧
ທາບ,tʰaːp,tʰaːp˥˨
ຄວາມທົນທານ,kʰwaːmtʰontʰaːn,kʰwaːm˧˥tʰon˧˥tʰaːn˧˥
ຄຳອ້າງ,kʰamaːŋ,kʰam˧˥aːŋ˥˨
ອົກໄກ່,okkaj,ok˧˥kaj˧
ອອກຄວາມ,ɔːkkʰwam,ɔːk˧˩kʰwam˧˥
ມານິດ,maːnit,maː˧˥nit˧
ພະນາມ,pʰanaːm,pʰa˧naːm˧˥
ບັ໊ກ,bak,bak˧
ອີດູ,iːduː,iːduː
ສົມໂພດ,sompʰoːt,som˩˧pʰoːt˥˨
ງົ້ວ,ŋuaː,ŋuaː˥˨
ເປົ່າປິວ,pappiw,pap˧piw
ນັດຈະ,natt͡ɕa,nat˧t͡ɕa˧˥
ກວກ,kuaːk,kuaːk˧˩
ດາວວະດິງ,daːowadiŋ,daːowa˧diŋ
ເຫງັນ,ŋen,ŋen˩˧
ສ້ອນ,sɔːn,sɔːn˧˩
ຖ້ອງ,tʰɔːŋ,tʰɔːŋ˧˩
ຖືກອົກຖືກໃຈ,tʰɯːkoktʰɯːkt͡ɕaj,tʰɯːk˧˩ok˧˥tʰɯːk˧˩t͡ɕaj
ພະເພີງ,pʰapʰəːŋ,pʰa˧pʰəːŋ˧˥
ແຖ,tʰɛː,tʰɛː˩˧
ນິຕ,nuaːt,nuaːt˥˨
ໂພ່,pʰo,pʰo˧
ເຫນ,heːn,heːn˩˧
ໄວ້ຊີວິດ,wajsiːwit,waj˥˨siː˧˥wit˧
ຖອນໃຈ,tʰɔːnt͡ɕaj,tʰɔːn˩˧t͡ɕaj
ໂກທາ,koːtʰaː,koːtʰaː˧˥
ຫ້າມລໍ້,haːmlɔː,haːm˧˩lɔː˥˨
ເປັນຢ່າງນີ້,penjaːŋniː,penjaːŋ˧niː˥˨
ສຸດຈະຣິດ,sutt͡ɕarit,sut˧˥t͡ɕa˧˥rit˧
ລີລາດ,liːlaːt,liː˧˥laːt˥˨
ຈາຣິກ,t͡ɕaːrik,t͡ɕaːrik˧
ເຄື່ອງສູງ,kʰɯːə̯ŋsuːŋ,kʰɯːə̯ŋ˧suːŋ˩˧
ມົລ,muaːm,muaːm˧
ບໍຣົມ,bɔːrom,bɔːrom˧˥
ປະໂລມ,paloːm,pa˧˥loːm˧˥
ແຝດ,fɛːt,fɛːt˧˩
ຈັນໂລງ,t͡ɕanloːŋ,t͡ɕanloːŋ˧˥
ທາງໂລກ,tʰaːŋloːk,tʰaːŋ˧˥loːk˥˨
ຫິດ,hit,hit˩˧
ອຸເບກຂາ,ubeːkkʰaː,u˧˥beːk˧˩kʰaː˩˧
ເຊືອມ,sɯːə̯m,sɯːə̯m˧˥
ມ່ອງ,mɔːŋ,mɔːŋ˧
ນະຣາ,naraː,na˧raː˧˥
ຫນ້າພຽງ,naːpʰiaːŋ,naː˧˩pʰiaːŋ˧˥
ກະປິ,kapi,ka˧˥pi˧˥
ວະສຸ,wasu,wa˧su˧˥
ຫົວເຮືອ,huaːhɯːə̯,huaː˩˧hɯːə̯˧˥
ຄວາມຫວາດຫວັ່ນ,kʰwaːmwaːtwan,kʰwaːm˧˥waːt˧˩wan˧
ພິກໄຫວ,pʰikwaj,pʰik˧waj˩˧
ຫອນໄກ່,hɔːnkaj,hɔːn˩˧kaj˧
ບໍ່ຮ້ອນ,bɔːhɔːn,bɔː˧hɔːn˥˨
ມັງຄຸດ,maŋkʰut,maŋ˧˥kʰut˧
ພະຫຸ,pʰahu,pʰa˧hu˧˥
ຜູ້ແຂ່ງຂັນ,pʰuːkʰɛːŋkʰan,pʰuː˧˩kʰɛːŋ˧kʰan˩˧
ລ້ຽງໂຕ,liaːŋtoː,liaːŋ˥˨toː
ຊະດາ,sadaː,sa˧daː
ດອມ,dɔːm,dɔːm
ຊະວະລິດ,sawalit,sa˧wa˧lit˧
ຄຸມແຄ້ນ,kʰumkʰɛːn,kʰum˧˥kʰɛːn˥˨
ຈຸດຕິ,t͡ɕutti,t͡ɕut˧˥ti˧˥
ກຶ້ງ,kɯŋ,kɯŋ˥˨
ດົມແກ້ມ,domkɛːm,domkɛːm˥˨
ວັ່ງ,waŋ,waŋ˧
ກຸສ,kuaːŋ,kuaːŋ˥˨
ສິນທຸ,sintʰu,sin˩˧tʰu˧
ຍ່ຳຍີ,ɲamɲiː,ɲam˧ɲiː˧˥
ອະນຸສາວະຣີ,anusaːwariː,a˧˥nu˧saː˩˧wa˧riː˧˥
ໂອມ,oːm,oːm
ຜາດ,pʰaːt,pʰaːt˧˩
ປະກິດ,pakit,pa˧˥kit˧˥
ໄຟ່,faj,faj˧
ຈໍ້,t͡ɕɔː,t͡ɕɔː˥˨
ເຫິ,hə,hə˧˥
ເຕືອກ,tɯːə̯k,tɯːə̯k˧˩
ຜູ້ຕັດສິນ,pʰuːtatsin,pʰuː˧˩tat˧˥sin˩˧
ຮວດ,huaːt,huaːt˥˨
ຊວນເຊື່ອ,suaːnsɯːə̯,suaːn˧˥sɯːə̯˧
ອະທິກະມາດ,atʰikamaːt,a˧˥tʰi˧ka˧˥maːt˥˨
ເຜດ,pʰeːt,pʰeːt˧˩
ເລິກແລບ,ləklɛːp,lək˧lɛːp˥˨
ພາຊີ,pʰaːsiː,pʰaː˧˥siː˧˥
ທີຣະ,tʰiːra,tʰiː˧˥ra˧
ແຫມ,hɛːm,hɛːm˩˧
ພາດພັ້ງ,pʰaːtpʰaŋ,pʰaːt˥˨pʰaŋ˥˨
ແຖນ,tʰɛːn,tʰɛːn˩˧
ວັດຊະ,watsa,wat˧sa˧
ປັນນະ,panna,panna˧
ທາງວາຈາ,tʰaːŋwaːt͡ɕaː,tʰaːŋ˧˥waː˧˥t͡ɕaː
ໂສກາ,soːkaː,soː˩˧kaː
ເປັນຊັ້ນ,pensan,pensan˥˨
ໄປ່,paj,paj˧
ຕຸ່ນ,tun,tun˧
ຮຸ້ງ,huŋ,huŋ˥˨
ພິລຸດ,pʰilut,pʰi˧lut˧
ພັດສະດຸ,pʰatsadu,pʰat˧sa˧˥du˧˥
ຊະວາ,sawaː,sa˧waː˧˥
ແຫວກແນວ,wɛːknɛːw,wɛːk˧˩nɛːw˧˥
ແບະ,bɛ,bɛ˧˥
ປົງຕົກ,poŋtok,poŋtok˧˥
ຕາມຕົວອັກສອນ,taːmtuaːaksɔːn,taːmtuaːak˧˥sɔːn˩˧
ດຸດສະດີ,dutsadiː,dut˧˥sa˧˥diː
ຜູ້ເຫັນ,pʰuːhen,pʰuː˧˩hen˩˧
ສຸບິນ,subin,su˧˥bin
ຖ້ອນ,tʰɔːn,tʰɔːn˧˩
ພິພົບ,pʰipʰop,pʰi˧pʰop˧
ອະນຸກັມມະການ,anukammakaːn,a˧˥nu˧kamma˧kaːn
ບູຣົມ,buːrapʰaːsaːt,buːra˧pʰaː˧˥saːt˧˩
ເຫີ່ມ,həːm,həːm˧
ເດັງ,deŋ,deŋ
ເຖີ້ນ,tʰən,tʰən˧˩
ລອດຊ່ອງ,lɔːtsɔːŋ,lɔːt˥˨sɔːŋ˧
ທິພ,tʰeːp,tʰeːp˥˨
ເຈົ້າກີ້ເຈົ້າການ,t͡ɕaokiːt͡ɕaokaːn,t͡ɕao˥˨kiː˥˨t͡ɕao˥˨kaːn
ສະທອນ,satʰɔːn,sa˧˥tʰɔːn˧˥
ແນ້,nɛː,nɛː˥˨
ຫຳ,ham,ham˩˧
ຍວກ,ɲuaːk,ɲuaːk˥˨
ພຳນັກ,pʰamnak,pʰam˧˥nak˧
ເປັນຫ້ອງ,penhɔːŋ,penhɔːŋ˧˩
ສັບພັນຍູ,sappʰanɲuː,sap˧˥pʰan˧˥ɲuː˧˥
ໂຄສິດ,kʰoːsit,kʰoː˧˥sit˧˥
ລົງໂຕ,loŋtoː,loŋ˧˥toː
ສະດັບ,sadap,sa˧˥dap˧˥
ສຳສາ,samsaː,sam˩˧saː˩˧
ວິຣິຍະ,wiriɲa,wi˧ri˧ɲa˧
ກະແພງ,kapʰɛːŋ,ka˧˥pʰɛːŋ˧˥
ວິວັດທະນາ,wiwattʰanaː,wi˧wat˧tʰa˧naː˧˥
ຢູ່ຕ່າງຫາກ,juːtaːŋhaːk,juː˧taːŋ˧haːk˧˩
ໂຄນ,kʰoːn,kʰoːn˧˥
ກ້ານຄໍ,kaːnkʰɔː,kaːn˥˨kʰɔː˧˥
ກາຈຳ,kaːt͡ɕam,kaːt͡ɕam
ວິ້ງ,wiŋ,wiŋ˥˨
ຂຸ,kʰu,kʰu˧˥
ແຟ້ມ,fɛːm,fɛːm˥˨
ໄສຍາ,sajɲaː,saj˩˧ɲaː˧˥
ໂສທອນ,soːtʰɔːn,soː˩˧tʰɔːn˧˥
ເອົາອົກເອົາໃຈ,aookaot͡ɕaj,aook˧˥aot͡ɕaj
ສ້ວງ,suaːŋ,suaːŋ˧˩
ປອບ,pɔːp,pɔːp˧˩
ອອກດອກ,ɔːkdɔːk,ɔːk˧˩dɔːk˧˩
ຖ້ານ,tʰaːn,tʰaːn˧˩
ຫນ້າສົງສານ,naːsoŋsaːn,naː˧˩soŋ˩˧saːn˩˧
ຄວາມໄຂ້,kʰwaːmkʰaj,kʰwaːm˧˥kʰaj˧˩
ມົນທິນ,montʰin,mon˧˥tʰin˧˥
ອາພາດ,aːpʰaːt,aːpʰaːt˥˨
ແມ້ງ,mɛːŋ,mɛːŋ˥˨
ຄັນທະ,kʰantʰa,kʰan˧˥tʰa˧
ຄົນຍາມ,kʰonɲaːm,kʰon˧˥ɲaːm˧˥
ບໍ່ຄິດຄ່າ,bɔːkʰitkʰaː,bɔː˧kʰit˧kʰaː˧
ເລືອ,lɯːə̯,lɯːə̯˧˥
ຄວາມອ່ອນນ້ອມ,kʰwaːmɔːnnɔːm,kʰwaːm˧˥ɔːn˧nɔːm˥˨
ສັພ,suaːp,suaːp˧˩
ຄວາມເພີ້,kʰwaːmpʰəː,kʰwaːm˧˥pʰəː˥˨
ໄພຣັດ,pʰajrat,pʰaj˧˥rat˧
ເບືອນ,bɯːə̯n,bɯːə̯n
ຄວາມຕຶງຄຽດ,kʰwaːmtɯŋkʰiaːt,kʰwaːm˧˥tɯŋkʰiaːt˥˨
ໂສມະນັດ,soːmanat,soː˩˧ma˧nat˧
ຜະສານ,pʰasaːn,pʰa˧˥saːn˩˧
ປົ່ນ,pon,pon˧
ລີ່ຜີ,liːpʰiː,liː˧pʰiː˩˧
ຂີນ,kʰiːn,kʰiːn˩˧
ເຂກ,kʰeːk,kʰeːk˧˩
ຄົນການ,kʰonkaːn,kʰon˧˥kaːn
ຄີບ,kʰiːp,kʰiːp˥˨
ຈັ້ດ,t͡ɕat,t͡ɕat˧
ເປັນບ່າວ,penbaːo,penbaːo˧
ຕະປະ,tabɛːn,ta˧˥bɛːn˧
ຄຳຈຳກັດ,kʰamt͡ɕamkat,kʰam˧˥t͡ɕamkat˧˥
ວະຣະ,wara,wa˧ra˧
ເຄື່ອງຫອມ,kʰɯːə̯ŋhɔːm,kʰɯːə̯ŋ˧hɔːm˩˧
ຄິດດອກເບັ້ຽ,kʰitdɔːkbiaː,kʰit˧dɔːk˧˩biaː˥˨
ກາກະທິງ,kaːkatʰiŋ,kaːka˧˥tʰiŋ˧˥
ຣຸດຊີ,rutsiː,rut˧siː˧˥
ລັດດາ,latdaː,lat˧daː
ສະອາງ,saaːŋ,sa˧˥aːŋ
ແອບຟັງ,ɛːpfaŋ,ɛːp˧˩faŋ˧˥
ຕັດສະຮູ້,tatsahu,tat˧˥sa˧˥hu˥˨
ກາສາ,kaːsaː,kaːsaː˩˧
ລັງກາ,laŋkaː,laŋ˧˥kaː
ວິສານ,wisaːn,wi˧saːn˩˧
ພໍໄດ້ຍິນວ່າ,pʰɔːdajɲinwaː,pʰɔː˧˥daj˥˨ɲin˧˥waː˧
ທຶ້ງ,tʰɯːŋ,tʰɯːŋ˥˨
ອັນລະ,anla,anla˧
ງຶດ,ŋɯt,ŋɯt˧
ຂວາງຫູຂວາງຕາ,kʰwaːŋhuːkʰwaːŋtaː,kʰwaːŋ˩˧huː˩˧kʰwaːŋ˩˧taː
ແມ່ມານ,mɛːmaːn,mɛː˧maːn˩˧
ຄວາມຍົວະ,kʰwaːmɲua,kʰwaːm˧˥ɲua˧
ພະຄະວາ,pʰakʰawaː,pʰa˧kʰa˧waː˧˥
ອ່ອນຄວາມ,ɔːnkʰwaːm,ɔːn˧kʰwaːm˧˥
ວູ່,wuː,wuː˧
ຖົກ,tʰok,tʰok˧˥
ຜູ້ຢືມ,pʰuːjɯːm,pʰuː˧˩jɯːm
ຂັດຖູ,kʰattʰuː,kʰat˧˥tʰuː˩˧
ຜູກຮັກ,pʰuːhak,pʰuː˧˩hak˧
ຜູ້ກະທຳ,pʰuːkatʰam,pʰuː˧˩ka˧˥tʰam˧˥
ພໍສິ້ນ,pʰɔːsin,pʰɔː˧˥sin˧˩
ຂັຍ,kʰuaːŋ,kʰuaːŋ˧˩
ສາບ,sapwaj,sap˧˥waj˧˥
ກິກີ,kikiː,ki˧˥kiː
ຄົນຟັງ,kʰonfaŋ,kʰon˧˥faŋ˧˥
ແມ່ພິມ,mɛːpʰim,mɛː˧pʰim˧˥
ຊາຄານ,saːkʰaːn,saː˧˥kʰaːn˧˥
ຜູ້ສົມຮູ້ຮ່ວມຄິດ,pʰuːsomhuːhuaːmkʰit,pʰuː˧˩som˧˩huː˥˨huaːm˧kʰit˧
ນ່ອງ,nɔːŋ,nɔːŋ˧
ພະລາດ,pʰalaːt,pʰa˧laːt˥˨
ຕຸບ,tup,tup˧˥
ມຸສາ,musaː,mu˧saː˩˧
ກຸມມາຣີ,kummaːriː,kummaː˧˥riː˧˥
ສະນວນ,sanuaːn,sa˧˥nuaːn˩˧
ກິນທານ,kintʰaːn,kintʰaːn˧˥
ບໍ່ເຂົ້າທ່າ,bɔːkʰaotʰaː,bɔː˧kʰao˧˩tʰaː˧
ອາຣະຍະ,aːraɲa,aːra˧ɲa˧
ກະຍ່າ,kaɲaː,ka˧˥ɲaː˧
ລ່ວງລົງ,luaːŋloŋ,luaːŋ˧loŋ˧˥
ຝອດ,fɔːt,fɔːt˧˩
ຂອງໂຈນ,kʰɔːŋt͡ɕoːn,kʰɔːŋ˩˧t͡ɕoːn
ເຊີ່ນ,səːn,səːn˧
ກຸນທົນ,kuntʰon,kuntʰon˧˥
ຄົນຊ່າງເວົ້າ,kʰonsaːŋwao,kʰon˧˥saːŋ˧wao˥˨
ດຸສິດ,dusit,du˧˥sit˧˥
ດຶກໃນ,dɯknaj,dɯk˧˥naj˧˥
ເສົ່າ,sao,sao˧
ພຣະແມ່,pʰramɛː,pʰra˧mɛː˧
ອະນາດ,anaːt,a˧˥naːt˥˨
ແບບຝຶກຫັດ,bɛːpfikhat,bɛːp˧˩fik˧˥hat˧˥
ຂອງຈິງ,kʰɔːŋt͡ɕiŋ,kʰɔːŋ˩˧t͡ɕiŋ
ຍ່ອມເຍົາ,ɲɔːmɲao,ɲɔːm˧ɲao˧˥
ວານິດ,waːnit,waː˧˥nit˧
ຍາຕາ,ɲaːtaː,ɲaː˧˥taː
ສັບປະ,sappa,sap˧˥pa˧˥
ຮິ່ນຕອງ,hintɔːŋ,hin˧tɔːŋ
ການປາດ,kaːnpaːt,kaːnpaːt˧˩
ອະຣະຫັງ,arahaŋ,a˧˥ra˧haŋ˩˧
ຫັດຖະ,hattʰa,hat˧˥tʰa˧˥
ເຟັນ,fen,fen˧˥
ຫນ້ານັບຖື,naːnaptʰɯː,naː˧˩nap˧tʰɯː˩˧
ຍິ່ງໄປກວ່າ,ɲiŋpajkwaː,ɲiŋ˧pajkwaː˧
ມັງສະ,maŋsa,maŋ˧˥sa˧˥
ຂຳ,kʰam,kʰam˩˧
ເຫລນ,leːn,leːn˩˧
ສະສິ,sasi,sa˧˥si˧˥
ຄວາມງຽບ,kʰwaːmŋiaːp,kʰwaːm˧˥ŋiaːp˥˨
ບັ້ງສູດ,baŋsuːt,baŋ˥˨suːt˧˩
ການດູຖູກ,kaːnduːtʰuːk,kaːnduːtʰuːk˧˩
ຄຸນາກອນ,kʰunaːkɔːn,kʰu˧naː˧˥kɔːn
ຄຳຫມັ້ນ,kʰamman,kʰam˧˥man˧˩
ຣະວິ,rawi,ra˧wi˧
ໄຫ່,haj,haj˧
ຈູ້ຈີ້,t͡ɕuːt͡ɕiː,t͡ɕuː˥˨t͡ɕiː˥˨
ຂວກ,kʰuaːk,kʰuaːk˧˩
